Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar
159.302,5.36,361,0.96,3.28,0.63,1098.6888549110156,2872.2662125304787,671.3066666666666,5.9872000000000005
168.414,6.15,349,0.85,2.33,0.52,3854.5892706455675,3267.3019572565104,656.775294117647,5.7158864404816185
103.059,6.97,124,0.95,2.11,0.52,2675.206614518943,2701.331410619076,628.601052631579,1.6046444495854764
120.938,5.58,123,0.8,2.32,0.54,974.1736431528163,3074.6069661494566,668.16,1.5913087922306866
144.721,6.59,383,1.37,2.5,0.78,4107.332646937333,2916.302668188231,591.7883211678832,6.496366206295276
89.799,6.53,260,0.71,2.26,0.85,1512.8322087060121,2971.7675060044453,691.2321126760563,3.8538992232921974
85.13,6.26,201,1.03,3.38,0.46,1090.465190327197,3205.364131778607,663.7798058252426,2.7797334581042583
174.467,5.45,265,0.88,2.22,0.87,1599.5645759634492,2953.069660487931,646.1781818181819,3.951109966373138
174.873,6.89,212,1.13,3.34,0.73,7335.395261664648,2717.7357693137324,648.5129203539823,2.969413274443952
94.875,6.42,150,1.22,2.8,0.84,1550.461276708178,3074.6069661494566,617.5475409836065,1.969693845669907
76.772,6.48,147,0.66,3.82,0.88,1064.3772977506774,3018.8371558587937,767.5842424242423,1.9258242247906998
105.921,6.0,256,1.06,2.1,0.4,1308.2405062083885,3300.0,610.7433962264151,3.7768
95.927,5.95,209,1.35,3.64,0.56,1015.2587592733937,3296.3065021785415,636.8385185185184,2.9171823596907207
126.124,6.12,377,0.68,3.22,0.81,2099.5654120345957,3278.9329457664753,737.6541176470588,6.3560127322265965
122.938,6.95,148,0.85,3.17,0.65,3761.2319136991637,2703.6934978214585,688.6952941176471,1.9403981671746184
127.53,6.59,275,1.13,3.59,0.87,3189.491778343865,2916.302668188231,658.0129203539823,4.14828726939094
147.114,6.57,356,1.31,3.52,0.73,4182.742042538615,2934.557027581037,635.8974045801526,5.873595652819442
179.23,5.42,294,0.81,2.43,0.61,1587.5171777337914,2925.3930338505434,669.8708641975309,4.532839912518225
134.255,6.57,146,1.07,3.82,0.7,3483.4855346039144,2934.557027581037,674.6927102803738,1.911299769715846
177.552,5.63,238,1.23,3.28,0.56,2276.3575847015513,3119.144367190434,634.7213008130082,3.4373481373511043
133.824,6.89,317,1.16,2.89,1.09,4295.8193795952375,2717.7357693137324,627.7510344827587,5.015219631424367
106.413,6.98,189,1.1,3.27,0.92,2869.264883234076,2700.5919814715185,649.7145454545455,2.5786563352319694
179.505,6.62,371,1.3,3.84,0.55,6457.0437930911085,2889.5626341945963,648.996923076923,6.216771732367841
152.096,5.38,312,1.16,2.99,0.9,1048.2860444915873,2889.5626341945967,631.5510344827586,4.9088150244708615
122.283,5.42,144,1.01,3.86,1.07,738.9740593749634,2925.3930338505434,685.0958415841585,1.8824
123.584,5.64,275,1.31,3.77,0.78,1120.147966367115,3127.7337874695213,645.3974045801526,4.14828726939094
109.056,6.91,265,0.94,3.57,1.19,2888.378795633968,2711.911894296917,685.8727659574467,3.951109966373138
93.913,6.58,338,1.28,3.92,0.42,1717.0591591150828,2925.3930338505434,653.96,5.471243514453904
162.991,5.37,313,1.25,2.64,1.13,1176.934756371615,2880.855632809566,608.3199999999999,4.9300282256437145
97.468,6.82,159,1.39,3.8,0.91,2180.061357246475,2746.7016223493956,639.5079136690647,2.1039309710832326
59.193,6.66,204,1.2,3.34,0.83,722.2629833361901,2855.4738977694856,640.2533333333333,2.8309622390763862
92.119,6.74,366,0.76,2.09,0.66,1847.6874369368327,2794.635868221393,669.9463157894736,6.101593830330793
154.131,5.54,124,0.63,2.73,0.46,1477.6414160787888,3037.5999700692914,737.708253968254,1.6046444495854764
145.396,6.31,269,0.65,3.24,0.67,3323.248186181766,3168.6250133556396,749.2738461538461,4.0295424292675674
102.202,5.64,222,0.98,2.87,0.82,766.072175259492,3127.7337874695213,652.325306122449,3.146180402013438
68.972,6.36,355,1.2,2.91,0.55,780.1811341416792,3127.7337874695213,623.9133333333334,5.850970005522364
144.043,6.46,153,1.36,3.98,0.68,3689.03399714174,3037.5999700692914,648.8870588235294,2.014004385726805
176.381,5.39,178,0.63,3.98,1.09,1441.448211184494,2898.3786239264123,785.208253968254,2.39985296273159
150.231,6.15,365,0.79,2.85,0.56,3067.191151096316,3267.3019572565104,690.8316455696203,6.0786521669664975
173.936,5.66,126,1.16,3.01,1.17,2287.782695703691,3144.526102230515,632.3110344827586,1.63147719376044
103.178,6.64,333,1.22,3.3,1.19,2163.840314079087,2872.2662125304787,636.5475409836065,5.3613438142143375
112.194,5.93,308,0.82,2.44,0.8,1357.4663347515182,3292.775028581624,667.8419512195122,4.824302450106838
156.654,5.96,180,0.68,2.77,1.1,2738.206459224502,3297.6344103943434,720.5541176470588,2.4319627325598185
103.236,6.96,334,1.29,3.85,0.48,2668.333088816661,2702.3655896056566,650.3310077519379,5.3832581910032165
78.701,5.98,291,0.73,3.8,0.55,706.6346643911951,3299.4080185284815,743.5780821917808,4.471270507029205
101.403,6.18,214,0.79,3.41,0.55,1437.9117982904602,3253.298377650605,712.1116455696204,3.0044400891217182
86.383,6.52,163,1.35,2.49,0.81,1389.4130496719245,2981.1628441412063,593.1385185185185,2.164835751658403
98.917,6.14,181,0.82,2.37,0.98,1316.9398458014725,3271.448115739806,665.1819512195123,2.448084762016273
147.752,6.63,338,0.6,2.26,0.56,4405.964367769772,2880.855632809566,732.5466666666666,5.471243514453904
163.813,6.54,208,1.24,3.27,0.47,5072.225789378198,2962.4000299307086,633.2922580645161,2.8998549289488316
173.3,6.61,231,0.94,3.25,0.93,5975.401614585747,2898.3786239264123,673.7127659574468,3.3087168315798587
148.036,6.76,326,1.11,2.31,0.79,4835.656058523038,2781.309411773577,611.9241441441441,5.208866598237839
77.311,6.88,322,0.83,2.7,0.93,1424.7961876543943,2721.0670542335247,675.3710843373494,5.12246673541303
133.22,5.81,152,0.71,2.13,0.7,1654.0341497668312,3248.1241722823684,686.2921126760564,1.999185485522055
95.64,6.14,334,1.14,3.43,1.0,1231.1279755206276,3271.448115739806,650.6908771929825,5.3832581910032165
68.201,6.58,131,0.96,3.97,0.95,905.5560063054005,2925.3930338505434,697.5266666666666,1.6994908253088057
156.131,6.39,121,0.79,3.48,0.92,4098.098301026322,3101.6213760735877,714.7716455696202,1.5648
99.222,5.71,326,1.18,2.19,0.7,801.2307175992233,3183.872116095893,598.8132203389831,5.208866598237839
125.58,5.56,311,0.83,3.45,0.51,1015.515262070383,3056.214394375717,703.8710843373494,4.887635791630841
128.903,5.52,371,1.19,2.51,1.0,997.3466255185655,3018.8371558587937,609.833781512605,6.216771732367841
164.268,5.45,323,0.75,2.78,0.79,1418.0159963460076,2953.069660487931,698.9733333333334,5.144016675249993
125.5,6.42,165,0.87,3.41,0.43,2712.968791371822,3074.6069661494566,693.4880459770116,2.195570700383797
107.761,6.39,269,0.82,3.92,1.0,1952.2135137771477,3101.6213760735877,724.0819512195122,4.0295424292675674
140.615,5.51,121,0.63,2.25,0.48,1165.4321192922557,3009.4232277234382,719.468253968254,1.5648
106.833,6.26,148,1.27,3.04,0.89,1717.3443595297686,3205.364131778607,621.5042519685039,1.9403981671746184
132.034,6.52,375,0.66,3.72,0.69,3245.9839596688407,2981.1628441412063,763.7842424242424,6.309475019311126
137.449,6.93,263,0.96,3.1,0.87,4644.772859853907,2707.224971418376,664.4666666666667,3.9121146053437306
173.475,6.79,364,0.67,2.56,0.52,6772.83692695582,2762.953496287293,716.0859701492536,6.0557419090522915
82.988,6.93,171,0.74,3.62,0.42,1693.2142248355517,2707.224971418376,733.7762162162162,2.2888921264290927
82.455,6.6,382,0.89,2.33,1.13,1343.0001959140166,2907.2949016875164,648.3152808988764,6.472897079307495
129.206,5.79,219,1.2,2.83,0.78,1515.9292879086793,3237.046503712707,620.8733333333333,3.09272323243342
129.045,6.61,308,1.0,3.84,1.13,3313.235748582804,2898.3786239264123,685.92,4.824302450106838
175.179,5.51,267,1.15,2.09,0.62,1808.7884093936632,3009.4232277234382,598.5504347826087,3.9902527587554464
145.383,5.98,195,1.1,3.39,0.5,2411.3579847187934,3299.4080185284815,654.2745454545454,2.678421446827955
123.7,6.31,233,0.8,2.65,0.44,2405.455118116593,3168.6250133556396,680.7,3.345272514189107
122.252,6.95,218,1.09,2.04,1.14,3719.373314111649,2703.6934978214585,604.308990825688,3.074985141704705
146.195,5.79,243,1.23,3.64,0.56,1940.790329554265,3237.046503712707,648.4013008130081,3.530396092922508
126.586,6.2,164,1.25,3.71,1.1,2283.10364438542,3242.705098312484,648.98,2.1801797999023798
175.273,5.15,127,0.99,2.22,1.05,721.9486778049504,2732.6980427434896,625.9761616161616,1.6449738512298
176.996,5.8,342,0.81,3.73,0.5,2882.1377294720005,3242.705098312484,719.2708641975308,5.559751013636936
117.363,6.38,253,0.85,2.99,0.48,2296.70092317133,3110.4373658054037,681.8552941176471,3.719369081046782
142.211,6.99,148,1.39,3.57,1.18,5155.03427581792,2700.1480318902804,630.7679136690647,1.9403981671746184
151.765,5.79,234,1.32,3.53,0.49,2091.495010229129,3237.046503712707,635.3521212121212,3.3636093588337084
128.472,6.25,153,0.92,3.16,0.93,2461.405691278489,3212.132034355964,673.9930434782609,2.014004385726805
80.74,6.66,159,0.63,2.7,1.14,1343.7922899334517,2855.4738977694856,736.568253968254,2.1039309710832326
169.213,5.93,181,0.85,2.33,0.66,3087.8575297841244,3292.775028581624,656.775294117647,2.448084762016273
63.692,6.47,205,1.18,2.01,0.67,726.9240083929265,3028.2324939955547,591.9732203389831,2.848122654377322
94.812,6.02,235,0.76,3.52,1.18,1070.9821262784085,3299.4080185284815,724.2863157894736,3.381985426750108
171.461,5.85,235,1.39,3.97,0.59,2881.8052004540145,3267.3019572565104,645.9679136690647,3.381985426750108
163.039,6.06,198,1.3,3.28,0.75,3302.573880742374,3294.686175218607,627.7169230769231,2.728885569068094
152.392,6.17,378,0.71,2.87,1.03,3216.984009917802,3258.222608101183,714.4121126760564,6.379327961595611
159.205,6.97,212,1.22,3.06,1.13,6384.0883338477515,2701.331410619076,627.4275409836065,2.969413274443952
167.839,5.57,320,0.65,2.66,0.6,1845.0644310479315,3065.442972418963,727.2338461538461,5.07946721791957
67.836,6.74,167,0.95,2.43,0.5,1001.9603580391687,2794.635868221393,640.761052631579,2.2264924905715633
99.081,6.75,165,0.74,3.05,0.83,2151.8578779676573,2787.867965644036,712.1162162162162,2.195570700383797
156.3,6.05,350,0.71,2.17,0.94,3003.9230287317537,3296.3065021785415,687.8121126760564,5.738320341483519
139.274,5.82,214,1.32,3.61,0.53,1831.0834965302827,3253.298377650605,638.3921212121213,3.0044400891217182
146.467,5.62,337,0.65,2.84,0.41,1524.843974412882,3110.4373658054033,734.073846153846,5.449198108784897
128.424,5.59,159,0.68,2.83,1.17,1116.8514988853774,3083.6973318117684,722.8341176470589,2.1039309710832326
111.754,6.77,235,1.36,3.55,0.72,2774.086985238073,2774.9666791108625,632.5470588235294,3.381985426750108
177.7,6.45,210,0.67,3.97,0.77,5570.469625121038,3046.930339512069,769.6659701492538,2.9345512933598257
170.608,6.34,177,1.25,2.35,1.14,4694.22117504088,3144.526102230515,597.3,2.3838654729040503
138.897,5.92,125,1.14,3.1,1.1,2056.633890334053,3290.5749483385894,638.1508771929825,1.618033988749895
152.668,6.56,307,1.16,3.7,0.87,4471.47006837341,2943.785605624283,658.5310344827586,4.803259638924893
105.878,6.29,302,1.26,3.1,0.97,1731.974263767203,3183.872116095893,624.7841269841269,4.698560362791037
156.105,6.76,242,0.81,2.24,0.45,5377.177185760081,2781.309411773577,662.6508641975308,3.5117092024297434
139.92,5.8,277,1.15,2.72,0.56,1801.1397887999997,3242.705098312484,622.4904347826088,4.188159042123862
118.552,6.03,173,1.01,3.7,0.89,1692.3190463145538,3298.668589380924,679.0158415841585,2.320367787014481
106.254,5.69,396,1.09,2.04,0.52,892.6586395411141,3168.6250133556396,604.308990825688,6.804240401507544
74.632,6.34,162,0.73,3.18,0.7,898.2866068980239,3144.526102230515,720.0180821917809,2.149538699151978
114.753,6.9,386,0.66,2.21,0.61,3178.3447805289316,2714.683045111454,706.4042424242424,6.56695737911517
133.333,5.97,228,0.76,2.02,0.92,2005.8790817059103,3298.668589380924,667.2863157894736,3.2541796019867695
160.998,5.93,285,0.94,2.51,1.14,2795.3150704738423,3292.775028581624,645.5927659574468,4.3490830076785825
125.444,6.31,225,1.31,3.1,0.53,2473.760476161971,3168.6250133556396,619.9374045801527,3.2
99.234,6.84,162,0.74,3.34,0.76,2288.906435225498,2737.107995986841,723.1362162162162,2.149538699151978
138.969,5.41,277,0.85,3.13,0.84,934.4422741313491,2916.3026681882316,687.1752941176471,4.188159042123862
178.771,6.37,246,1.04,3.59,0.71,5285.079377665224,3119.144367190434,670.2661538461538,3.5866873894192786
90.224,6.68,385,0.94,3.17,0.98,1701.5205000507365,2839.251961506301,670.6727659574468,6.543396396067364
150.011,5.58,179,1.02,2.81,1.04,1498.8460341621608,3074.6069661494566,643.6427450980392,2.415885424549182
60.605,6.86,181,0.6,2.67,0.66,864.6336330064426,2728.551884260194,748.1266666666667,2.448084762016273
113.263,6.11,245,0.63,3.46,0.9,1676.5504745787086,3282.2642306862676,765.448253968254,3.5678852651297115
139.961,6.39,291,0.67,2.59,0.54,3293.2004231414007,3101.6213760735877,717.2259701492537,4.471270507029205
122.398,6.19,182,1.16,2.76,1.03,2114.7338186696297,3248.1241722823684,622.8110344827586,2.464251389206585
83.308,6.93,135,0.75,3.74,0.54,1706.2973981076989,2707.224971418376,735.4533333333334,1.7548466041712032
147.569,5.25,298,1.07,2.34,1.15,709.5032086488812,2787.867965644036,618.4527102803738,4.615422077989085
113.134,5.51,220,1.04,2.76,0.74,754.4143932217314,3009.4232277234382,638.7261538461538,3.1105018674576734
144.149,6.24,312,1.11,2.03,1.05,3071.0178087029685,3218.690588226423,601.2841441441441,4.9088150244708615
141.86,6.03,380,0.83,3.8,0.85,2423.1727878624633,3298.668589380924,717.1710843373494,6.426050961643851
173.711,6.84,353,0.76,3.31,1.13,7013.9341754353745,2737.107995986841,716.3063157894736,5.8058142900029965
79.04,6.71,366,1.33,3.11,1.11,1332.9844032494573,2816.127883904107,618.4807518796993,6.101593830330793
75.841,6.7,362,0.8,3.71,0.86,1218.9211425607975,2823.6644243122582,720.98,6.010015782191553
161.498,5.28,399,0.92,2.27,0.66,924.1356681195284,2808.7728030753933,640.1730434782609,6.876015006255868
179.45,6.16,363,0.8,2.51,0.52,4418.504824865123,3262.892004013159,675.38,6.032863099698022
85.246,6.78,282,0.6,3.75,0.75,1624.8025580911903,2768.8460271672634,789.1666666666667,4.288468228717248
97.292,5.95,265,1.12,2.51,1.03,1044.3577215347507,3296.3065021785415,618.2371428571428,3.951109966373138
138.311,6.49,186,0.63,3.49,1.0,3481.4004889805483,3009.4232277234382,766.588253968254,2.5293614365114956
162.929,6.61,222,0.77,2.9,0.92,5281.615221650565,2898.3786239264123,697.9922077922078,3.146180402013438
118.957,6.47,244,1.18,3.52,1.19,2535.708030424237,3028.2324939955547,649.3532203389831,3.5491214734739582
88.729,6.85,236,1.13,2.46,1.18,1841.615750298687,2732.6980427434896,615.0729203539823,3.4004006343951865
91.893,5.89,370,0.66,2.84,0.72,868.9747049396428,3282.2642306862676,730.3442424242423,6.193673682254718
134.343,5.35,345,1.13,2.64,0.55,763.2897109798475,2863.8028500781356,621.9129203539824,5.626472471397852
122.938,5.49,306,0.66,2.63,1.08,858.3490532734658,2990.5767722765618,722.3642424242424,4.782251071574389
149.13,6.12,392,1.18,3.91,0.67,2935.377585420935,3278.9329457664753,664.1732203389831,6.7089632242428365
126.349,6.66,289,1.23,3.99,0.84,3290.775632947756,2855.4738977694856,661.7013008130082,4.430400000000001
116.998,5.72,343,1.21,3.41,0.63,1129.9751131640733,3191.2271969246067,641.8114049586777,5.581959118292866
114.223,6.79,397,1.37,2.63,1.09,2936.323843034173,2762.953496287293,596.7283211678832,6.828135169226397
120.523,6.96,389,1.34,2.37,1.05,3636.7845267082835,2702.3655896056566,589.4629850746269,6.637823405735946
131.47,6.23,354,1.15,3.37,1.14,2531.5004091596097,3225.0333208891375,647.1904347826087,5.828376202934624
150.748,5.37,230,1.33,2.69,0.9,1006.7653447765678,2880.855632809566,602.5207518796992,3.290498163410971
70.473,6.36,287,0.73,3.5,0.98,814.5079439746568,3127.7337874695213,732.1780821917808,4.389670669863968
153.757,6.53,173,1.25,2.43,1.17,4435.2443867502025,2971.7675060044453,600.34,2.320367787014481
104.738,5.86,246,0.76,2.81,0.7,1088.6643601116014,3271.448115739806,697.3063157894736,3.5866873894192786
136.152,5.42,278,1.38,3.09,0.89,916.104621923586,2925.3930338505434,613.3620289855072,4.208149036918554
148.292,5.48,301,1.13,3.31,0.99,1225.4197029778404,2981.1628441412063,647.3729203539823,4.677723858753711
107.59,6.84,300,1.32,2.85,0.41,2690.610669434177,2737.107995986841,609.5121212121212,4.656921938165306
79.229,6.06,325,0.8,3.02,0.72,779.8981405758104,3294.686175218607,694.76,5.187216658103186
95.103,6.8,169,0.75,2.18,0.69,2048.874019358532,2757.294901687516,676.1733333333334,2.2576
63.092,6.51,264,1.08,2.41,0.84,735.5824519241223,2990.5767722765618,619.7281481481482,3.93159382211823
119.734,6.94,135,0.98,3.07,0.55,3546.179504917721,2705.313824781393,659.925306122449,1.7548466041712032
140.349,6.57,204,0.91,3.52,0.78,3806.90219075344,2934.557027581037,689.5841758241759,2.8309622390763862
179.752,6.93,335,0.73,3.16,0.81,7943.808648722028,2707.224971418376,719.2580821917809,5.405205398349798
169.967,6.41,171,0.95,2.44,1.19,4936.1765455983295,3083.697331811769,641.141052631579,2.2888921264290927
93.187,5.8,226,1.29,2.07,0.82,798.9111611479999,3242.705098312484,582.691007751938,3.218019985209822
125.427,6.29,338,0.64,2.85,0.75,2430.591897923935,3183.872116095893,738.3,5.471243514453904
147.848,5.7,373,0.9,2.87,1.13,1753.6139743624615,3176.335575687742,666.8377777777778,6.263061242083065
91.486,6.15,306,1.22,3.53,0.68,1137.4465702046614,3267.3019572565104,645.2875409836065,4.782251071574389
155.97,6.87,243,0.85,2.77,0.77,5762.771779450292,2724.6736122948055,673.4952941176471,3.530396092922508
115.781,6.54,304,1.03,3.28,1.17,2533.823983698716,2962.4000299307086,659.9798058252427,4.740336892276368
118.165,6.45,172,1.33,3.21,0.96,2463.1716275659855,3046.930339512069,622.2807518796992,2.3046070818879105
57.671,6.93,296,1.33,3.82,0.71,817.704289311362,2707.224971418376,645.4607518796993,4.574061246471388
84.335,6.86,252,0.8,2.03,0.55,1674.290882902606,2728.551884260194,657.14,3.7003007858637287
80.177,6.52,196,1.18,2.14,0.54,1196.9455999584218,2981.1628441412063,596.913220338983,2.6952000000000003
154.755,6.09,399,1.0,3.97,0.73,3067.9185822088975,3288.088105703083,690.86,6.876015006255868
70.961,6.53,318,0.78,2.43,1.08,944.6854262740333,2971.7675060044453,677.4682051282051,5.036601864832311
107.712,6.79,237,1.24,2.37,1.18,2611.1090294424494,2762.953496287293,599.0922580645162,3.418854898757388
74.809,6.58,302,1.34,3.18,0.68,1089.535860909119,2925.3930338505434,620.2429850746269,4.698560362791037
171.102,5.39,174,0.6,2.56,0.64,1356.45569887393,2898.3786239264123,743.9466666666667,2.33617410939159
156.29,5.4,172,1.33,3.06,0.54,1156.769515800542,2907.294901687516,616.5807518796992,2.3046070818879105
150.396,6.69,359,1.11,2.69,0.4,4760.589607586999,2831.3749866443604,626.3641441441441,5.9416632163337715
104.469,5.57,216,1.06,3.55,0.84,714.8265015312649,3065.442972418963,665.843396226415,3.039630965317599
142.706,6.72,218,0.8,2.77,0.7,4374.857293442478,2808.7728030753933,685.26,3.074985141704705
128.543,5.85,339,1.31,2.31,0.83,1619.6858163706722,3267.3019572565104,589.9174045801526,5.493321555838358
173.492,6.83,363,1.25,3.51,0.76,6951.708993417219,2741.777391898817,641.38,6.032863099698022
72.328,6.5,269,1.38,3.34,1.08,959.3660323246754,3000.0,622.8620289855072,4.0295424292675674
165.938,6.3,235,1.09,3.8,0.87,4291.39179839282,3176.335575687742,671.188990825688,3.381985426750108
70.792,6.58,330,1.14,3.18,0.68,975.6682995129521,2925.3930338505434,641.1908771929825,5.295798160890427
143.91,6.83,143,1.04,2.82,0.42,4783.156854937428,2741.777391898817,641.0061538461538,1.8680250290108
97.461,5.78,175,1.34,2.16,0.47,851.2232005652145,3231.153972832737,581.4829850746269,2.3520259177452134
146.507,6.19,385,1.09,3.36,0.54,3029.8687693606303,3248.1241722823684,654.468990825688,6.543396396067364
103.136,6.96,227,1.18,3.29,0.71,2663.1662076074,2702.3655896056566,640.6132203389831,3.2360798818747964
165.966,5.51,337,0.91,3.35,0.64,1623.5360438784842,3009.4232277234382,683.1241758241758,5.449198108784897
109.863,5.53,297,1.38,2.34,0.54,737.5822443972157,3028.2324939955547,584.8620289855072,4.5947242544523075
82.101,6.89,155,1.22,2.68,0.44,1616.8692183898181,2717.7357693137324,612.9875409836066,2.043787550150603
174.509,6.64,345,0.94,2.26,0.75,6189.943101675449,2872.2662125304787,636.0927659574468,5.626472471397852
114.025,5.55,265,1.38,2.55,0.45,822.9389754941526,3046.930339512069,592.8420289855072,3.951109966373138
170.523,5.7,388,1.0,2.47,0.88,2332.7544078997184,3176.335575687742,633.86,6.614170923355022
92.819,6.17,144,0.61,2.52,0.63,1193.4338037731247,3258.222608101183,738.055081967213,1.8824
139.623,6.31,247,1.31,2.58,0.87,3064.5858305682123,3168.6250133556396,600.1774045801527,3.605527768351138
114.8,6.63,305,1.05,2.06,0.67,2659.8553557168184,2880.855632809566,610.6609523809524,4.761276803963808
99.59,6.78,193,0.91,2.52,0.7,2217.6042202671115,2768.8460271672634,651.5841758241759,2.64499335197105
175.801,5.49,135,1.1,3.97,0.68,1755.2311897808097,2990.5767722765618,676.3145454545454,1.7548466041712032
121.279,6.15,307,0.86,2.52,0.95,1998.9086212157374,3267.3019572565104,661.806511627907,4.803259638924893
82.426,6.54,291,0.91,3.55,0.68,1284.1930038934092,2962.4000299307086,690.7241758241757,4.471270507029205
108.509,6.25,312,0.68,3.02,0.62,1755.891807274483,3212.132034355964,730.0541176470588,4.9088150244708615
159.021,5.38,172,1.07,2.71,0.78,1145.9170448183697,2889.5626341945967,632.5127102803739,2.3046070818879105
138.422,5.68,293,1.2,2.69,0.59,1492.8822035756034,3160.748038493699,615.5533333333334,4.512281704965393
136.175,5.38,330,1.1,2.42,0.6,840.308945543643,2889.5626341945967,617.4145454545454,5.295798160890427
111.531,6.82,397,0.69,2.76,1.01,2854.537810463608,2746.7016223493956,716.7640579710145,6.828135169226397
98.745,6.31,333,1.22,2.82,0.77,1532.8091601951207,3168.6250133556396,618.3075409836065,5.3613438142143375
102.704,5.77,148,1.12,2.01,0.72,932.7511616236568,3225.0333208891375,599.2371428571428,1.9403981671746184
171.855,6.18,241,0.8,3.0,0.78,4130.046904920308,3253.298377650605,694.0,3.493060881438933
157.496,5.45,278,1.2,3.52,0.7,1303.5096407330302,2953.069660487931,647.0933333333334,4.208149036918554
130.353,6.69,205,1.05,3.14,0.68,3576.2694607336953,2831.3749866443604,651.7009523809523,2.848122654377322
99.344,5.98,123,1.07,2.77,0.62,1125.946413396109,3299.4080185284815,634.7927102803739,1.5913087922306866
91.765,6.65,121,0.77,3.33,0.73,1723.7140126084714,2863.8028500781356,714.3322077922078,1.5648
127.646,5.81,252,1.1,3.33,0.5,1518.5183112710135,3248.1241722823684,651.9945454545455,3.7003007858637287
111.815,6.97,198,1.22,2.5,0.45,3149.0939503720865,2701.331410619076,606.1475409836065,2.728885569068094
106.875,6.93,285,1.19,3.61,0.76,2808.235772590099,2707.224971418376,651.6337815126051,4.3490830076785825
150.961,6.03,357,1.06,3.06,0.54,2744.0625091420698,3298.668589380924,647.223396226415,5.896253100068603
98.886,5.95,395,1.14,2.35,0.49,1078.8588769539363,3296.3065021785415,609.6508771929825,6.780375784935166
147.942,6.76,172,0.78,3.53,0.65,4829.516911913606,2781.309411773577,719.2682051282051,2.3046070818879105
60.205,6.93,226,1.31,3.31,0.76,891.1410162936403,2707.224971418376,627.9174045801526,3.218019985209822
143.513,6.09,134,1.39,3.4,0.5,2638.3775130366103,3288.088105703083,624.3079136690648,1.7409297159791122
161.675,6.86,270,0.92,2.39,0.54,6153.198890532343,2728.551884260194,644.7330434782609,4.049242172633477
161.937,5.29,299,1.35,2.62,1.12,954.4098441672843,2816.127883904107,598.0785185185185,4.636154658617108
160.587,6.26,351,0.83,3.66,0.58,3880.317922597257,3205.364131778607,711.8510843373494,5.7607863138508115
177.748,5.65,344,1.05,3.17,1.07,2353.108086870039,3136.1971499218644,652.8409523809523,5.604199619920836
145.802,6.13,224,1.01,3.27,0.55,2833.491559481303,3275.3263877051945,662.6758415841584,3.182020014839561
99.59,6.94,184,1.1,2.13,0.55,2453.336936406992,2705.313824781393,606.3945454545454,2.496717947032079
166.383,5.43,326,0.78,3.73,1.08,1396.845724883388,2934.557027581037,726.8682051282051,5.208866598237839
104.672,5.91,188,1.18,2.31,0.99,1154.433031597638,3288.088105703083,603.3732203389831,2.562180903800634
128.517,5.56,325,1.3,2.36,0.97,1063.5714128321051,3056.214394375717,592.756923076923,5.187216658103186
87.063,6.08,316,0.81,3.37,1.15,961.231609162714,3290.5749483385894,705.5908641975309,4.993871097394762
146.342,6.91,316,0.72,3.37,0.85,5201.073502922996,2711.911894296917,730.2822222222222,4.993871097394762
174.671,5.78,347,0.68,3.84,0.46,2734.156308016913,3231.153972832737,761.2141176470587,5.671115036430731
108.499,6.94,318,1.4,2.01,0.99,2911.9050097522895,2705.313824781393,570.6657142857143,5.036601864832311
73.071,6.39,134,0.68,3.28,1.08,897.6234517519387,3101.6213760735877,739.9341176470588,1.7409297159791122
148.928,6.44,335,0.77,3.74,0.96,3881.8392267454947,3056.214394375717,729.9122077922078,5.405205398349798
116.639,6.13,154,0.82,3.95,0.62,1813.353754228342,3275.3263877051945,725.2219512195122,2.028871793186074
125.187,6.95,188,1.1,2.73,0.58,3900.104909651159,2703.6934978214585,629.1945454545455,2.562180903800634
149.687,6.38,331,1.2,3.64,0.85,3736.028746700833,3110.4373658054037,651.6533333333333,5.317613749565235
89.396,6.79,165,1.2,3.7,0.56,1798.5934204493474,2762.953496287293,653.9333333333334,2.195570700383797
167.264,6.4,367,0.61,2.29,0.7,4741.860371599198,3092.705098312484,729.315081967213,6.12456685621213
109.954,6.47,204,1.12,3.26,0.9,2166.413264322613,3028.2324939955547,646.7371428571428,2.8309622390763862
134.385,5.61,350,1.01,2.89,0.7,1263.3391161077184,3101.6213760735877,648.2358415841584,5.738320341483519
148.989,6.57,186,0.9,3.76,0.69,4290.041407880582,2934.557027581037,700.6577777777777,2.5293614365114956
158.577,6.13,338,0.88,3.14,0.94,3351.778845374946,3275.3263877051945,681.1381818181818,5.471243514453904
165.921,5.5,171,0.78,3.62,1.03,1593.0081306362636,3000.0,722.688205128205,2.2888921264290927
71.536,6.63,141,0.85,2.31,0.93,1032.8174073989514,2880.855632809566,656.015294117647,1.8394257874178772
177.528,5.22,218,0.95,2.39,0.42,938.7406527999207,2768.846027167263,639.2410526315789,3.074985141704705
164.098,6.08,158,1.08,3.13,1.17,3414.816441975196,3290.5749483385894,647.0881481481481,2.0888233633730344
128.144,5.56,137,0.96,3.92,0.77,1057.4066806911355,3056.214394375717,695.6266666666668,1.782835110214871
96.049,5.7,265,1.2,3.13,0.69,740.0972404244399,3176.335575687742,632.2733333333333,3.951109966373138
150.541,6.32,236,0.8,2.34,0.95,3593.3050261056565,3160.748038493699,668.92,3.4004006343951865
