Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar
133.185,5.71,139,1.09,2.61,1.13,1443.6179300426502,3183.872116095893,625.968990825688,1.8110286648277376
88.449,6.69,300,0.91,2.09,0.45,1646.5466023430586,2831.3749866443604,635.2441758241757,4.656921938165306
141.24,6.14,280,0.94,3.01,0.98,2684.9702809626688,3271.448115739806,664.5927659574468,4.248236918872658
87.967,6.27,179,1.13,3.05,0.84,1174.7350448323166,3198.393559597096,637.4929203539823,2.415885424549182
119.303,6.66,187,0.62,3.56,0.56,2933.9815873301723,2855.4738977694856,773.3445161290322,2.545749231944131
160.831,6.74,311,0.96,2.56,0.83,5632.090189847732,2794.635868221393,643.9466666666667,4.887635791630841
87.821,6.83,316,1.1,2.81,0.46,1781.2686836521127,2741.777391898817,632.2345454545455,4.993871097394762
134.303,6.46,368,1.12,2.42,0.71,3207.0059782077087,3037.5999700692914,614.8171428571428,6.147571201853059
95.667,6.76,374,1.08,3.19,0.6,2019.5054548598068,2781.309411773577,649.3681481481482,6.286252618059464
102.539,6.94,343,1.31,2.04,1.03,2600.781625031947,2705.313824781393,579.6574045801526,5.581959118292866
105.157,6.19,340,0.97,3.67,0.43,1560.9300560161025,3248.1241722823684,684.4084536082474,5.515432184767331
130.839,6.97,384,0.87,3.98,0.55,4311.812961280448,2701.331410619076,715.1480459770115,6.519865991863939
147.359,6.69,216,1.28,3.6,0.5,4570.266277598392,2831.3749866443604,641.8,3.039630965317599
118.475,6.9,275,1.33,3.57,1.02,3387.8669428105864,2714.683045111454,635.9607518796993,4.14828726939094
67.394,6.29,286,0.83,2.71,0.65,701.7338775756696,3183.872116095893,675.7510843373494,4.36935909938584
107.917,6.52,333,0.97,3.49,0.82,2168.475580989393,2981.1628441412063,677.5684536082474,5.3613438142143375
171.742,5.98,164,1.11,2.57,0.88,3365.0185996961836,3299.4080185284815,621.8041441441441,2.1801797999023798
126.251,6.94,236,1.14,2.15,0.82,3942.715009335177,2705.313824781393,602.0508771929824,3.4004006343951865
152.589,6.5,241,0.63,2.4,0.65,4269.901718415482,3000.0,725.168253968254,3.493060881438933
141.691,6.68,144,1.4,3.65,0.87,4196.406607357147,2839.251961506301,632.9857142857144,1.8824
135.935,5.43,342,1.25,2.1,0.96,932.3803769611842,2934.557027581037,587.8,5.559751013636936
147.398,5.72,338,0.77,3.42,0.65,1793.4744100907199,3191.2271969246067,717.7522077922079,5.471243514453904
98.298,5.95,289,0.72,3.01,1.11,1066.0667129656665,3296.3065021785415,716.6022222222223,4.430400000000001
134.711,6.21,308,0.94,3.82,0.42,2609.6291441255507,3237.0465037127074,695.3727659574467,4.824302450106838
88.193,6.34,151,0.91,2.28,0.55,1254.3911933797006,3144.526102230515,642.4641758241758,1.9844152518752967
116.995,6.78,166,1.29,2.73,0.62,3060.463315774904,2768.8460271672634,607.771007751938,2.2110083109090968
172.208,5.16,209,1.31,3.29,0.56,722.9158123908743,2737.107995986841,627.1574045801526,2.9171823596907207
106.109,6.55,344,1.17,2.88,0.9,2144.083693765953,2953.069660487931,626.1921367521368,5.604199619920836
106.247,6.41,347,0.68,3.83,0.85,1928.8338471085087,3083.697331811769,760.8341176470587,5.671115036430731
76.954,6.32,305,0.83,4.0,1.09,938.9595634505301,3160.748038493699,724.7710843373494,4.761276803963808
97.587,5.68,236,0.76,2.02,0.86,741.9920217540798,3160.748038493699,667.2863157894736,3.4004006343951865
74.706,6.93,281,0.94,3.0,0.44,1372.1205818933424,2707.224971418376,664.2127659574468,4.268334677281199
87.465,6.3,228,0.93,2.75,1.04,1192.2712319125385,3176.335575687742,656.5430107526881,3.2541796019867695
155.336,5.59,133,1.33,2.3,0.84,1633.9820497162198,3083.6973318117684,587.7007518796993,1.7270646600729729
175.082,6.86,285,0.87,2.73,0.86,7216.028035512835,2728.551884260194,667.6480459770115,4.3490830076785825
95.798,6.48,231,0.62,2.15,0.67,1657.3062882083018,3018.8371558587937,719.7645161290322,3.3087168315798587
156.983,5.76,321,1.18,2.17,0.97,2150.035738737533,3218.690588226423,598.053220338983,5.100950232288978
112.803,6.94,386,1.36,3.34,0.48,3147.5093757940376,2705.313824781393,624.5670588235294,6.56695737911517
141.525,6.79,285,0.76,2.76,0.91,4507.784581847026,2762.953496287293,695.4063157894736,4.3490830076785825
109.798,5.69,288,0.7,3.57,0.5,953.1992561765392,3168.6250133556396,744.2314285714285,4.410017657249133
151.355,6.72,376,1.02,3.18,0.68,4921.222143457166,2808.7728030753933,657.7027450980393,6.332728404443327
62.251,6.96,157,0.73,3.09,1.19,970.2203253269083,2702.3655896056566,716.5980821917808,2.0737634892193935
137.345,6.82,368,1.08,3.56,0.83,4328.827850006781,2746.7016223493956,663.4281481481481,6.147571201853059
150.008,5.73,356,1.29,2.08,0.65,1883.842116601972,3198.3935595970956,583.0710077519379,5.873595652819442
81.916,6.55,217,1.18,2.16,0.93,1277.8349587386804,2953.069660487931,597.6732203389831,3.0572876881571225
82.865,5.93,345,0.76,3.29,1.05,740.5119532856761,3292.775028581624,715.5463157894736,5.626472471397852
113.236,6.73,219,0.63,3.43,0.72,2773.201130399107,2801.6064404029044,764.308253968254,3.09272323243342
158.95,5.79,367,1.33,3.3,0.97,2294.2177992155252,3237.046503712707,625.7007518796993,6.12456685621213
68.663,6.69,199,0.78,2.24,0.54,992.2788207878777,2831.3749866443604,670.2482051282051,2.745792367962809
102.107,6.56,148,1.15,3.39,1.06,2000.162719420994,2943.785605624283,647.9504347826087,1.9403981671746184
137.769,6.04,272,1.33,3.75,0.47,2309.61201533724,3297.6344103943434,642.8007518796992,4.088751136537612
145.513,6.09,391,0.61,3.03,1.15,2712.4268814862844,3288.088105703083,757.4350819672131,6.685219595131607
99.349,5.66,251,0.64,3.98,1.08,746.3848474296514,3144.526102230515,781.24,3.6812702871651757
137.113,5.35,127,0.99,2.6,0.47,795.0905470485507,2863.8028500781356,640.4161616161616,1.6449738512298
140.39,6.54,253,0.86,2.98,0.94,3725.411048174719,2962.4000299307086,679.286511627907,3.719369081046782
174.927,6.01,210,1.4,2.92,0.41,3606.803686182391,3299.8519681097196,605.2457142857143,2.9345512933598257
153.155,6.29,368,1.22,2.94,0.63,3624.034601400698,3183.872116095893,622.8675409836065,6.147571201853059
60.673,6.82,371,1.3,2.16,0.75,844.7642885923676,2746.7016223493956,585.1569230769231,6.216771732367841
142.224,6.98,226,1.25,2.64,0.58,5125.391528568489,2700.5919814715185,608.3199999999999,3.218019985209822
100.448,5.94,280,1.04,2.15,0.79,1100.6436241235904,3294.686175218607,615.5461538461539,4.248236918872658
147.44,6.94,377,1.32,3.02,1.11,5377.202317325433,2705.313824781393,615.9721212121212,6.3560127322265965
141.938,6.09,135,1.37,3.34,0.42,2580.7849272822277,3288.088105703083,623.7083211678831,1.7548466041712032
120.692,5.92,178,0.98,3.47,1.03,1552.8454182919431,3290.5749483385894,675.125306122449,2.39985296273159
132.955,5.66,128,0.78,3.68,0.71,1336.7345175751693,3144.526102230515,724.9682051282051,1.6585237502960395
157.783,5.79,242,0.77,2.81,0.67,2260.653487121634,3237.046503712707,694.5722077922078,3.5117092024297434
132.604,6.1,182,1.07,2.91,0.85,2275.2411557467854,3285.316954888546,640.1127102803739,2.464251389206585
133.194,6.97,369,1.28,2.25,0.63,4468.428411436088,2701.331410619076,590.5,6.17060682467053
148.869,5.58,249,1.17,2.8,0.76,1476.112143376293,3074.6069661494566,623.1521367521367,3.6433229805414524
169.917,5.52,286,0.63,3.89,0.89,1732.98074014918,3018.8371558587937,781.7882539682539,4.36935909938584
103.779,6.5,170,0.74,3.5,1.07,1975.1059089812995,3000.0,729.2162162162163,2.27322305421512
145.27,5.39,175,0.67,2.69,1.15,977.7938819097352,2898.3786239264123,721.0259701492537,2.3520259177452134
66.407,6.68,171,1.05,3.37,0.87,921.7661455811228,2839.251961506301,660.4409523809524,2.2888921264290927
178.751,6.56,244,1.18,2.09,1.09,6129.869878828039,2943.785605624283,595.013220338983,3.5491214734739582
116.328,5.73,387,1.32,3.17,1.01,1132.8807135890834,3198.3935595970956,621.6721212121212,6.590548901371698
168.79,6.91,182,0.72,2.12,0.88,6919.081490414779,2711.911894296917,682.7822222222222,2.464251389206585
175.628,6.05,128,0.73,3.76,0.62,3792.7861440650677,3296.3065021785415,742.0580821917808,1.6585237502960395
172.122,5.71,360,1.3,3.71,0.88,2411.095458151471,3183.872116095893,644.0569230769231,5.96441579677096
162.686,6.19,209,1.35,3.55,0.51,3736.004838746564,3248.1241722823684,633.4185185185185,2.9171823596907207
62.183,6.96,383,0.92,3.36,0.55,968.101838935599,2702.3655896056566,681.5930434782608,6.496366206295276
125.108,7.0,324,0.84,2.79,1.13,4013.3540617882154,2700.0,676.4961904761905,5.1656
144.134,6.55,330,0.82,2.27,1.17,3956.126493170556,2953.069660487931,661.3819512195122,5.295798160890427
177.904,5.81,397,1.29,2.58,0.4,2949.6945042729667,3248.1241722823684,602.0710077519379,6.828135169226397
144.904,5.71,213,1.3,2.72,1.15,1708.8438729260515,3183.872116095893,606.4369230769231,2.986906126093223
80.82,6.97,318,0.69,3.13,0.82,1645.216943721326,2701.331410619076,730.8240579710146,5.036601864832311
93.207,5.9,346,1.14,2.38,1.14,904.6808089068272,3285.316954888546,610.7908771929824,5.6487776258059545
99.727,6.04,217,0.91,2.02,1.07,1210.2122023444772,3297.6344103943434,632.5841758241759,3.0572876881571225
110.628,6.97,312,0.85,2.3,0.64,3082.5888514312865,2701.331410619076,655.635294117647,4.9088150244708615
179.274,6.05,385,1.33,2.87,0.91,3951.8955870440345,3296.3065021785415,609.3607518796993,6.543396396067364
88.918,6.84,358,0.72,2.87,0.55,1837.7499365172182,2737.107995986841,711.2822222222222,5.918942302700777
134.346,6.99,123,0.92,2.22,0.93,4600.601930248523,2700.1480318902804,638.2730434782609,1.5913087922306866
170.683,6.89,221,1.18,2.77,1.12,6988.090721718774,2717.7357693137324,620.8532203389831,3.1283209545259116
111.354,6.46,163,0.89,3.3,1.12,2204.651692446706,3037.5999700692914,685.1752808988764,2.164835751658403
145.26,6.12,238,0.85,3.94,1.12,2785.005245940465,3278.9329457664753,717.9552941176471,3.4373481373511043
105.32,6.41,309,1.22,2.39,0.76,1895.3227128164503,3083.697331811769,601.9675409836066,4.845379449484245
67.928,6.34,398,1.35,2.48,0.63,744.1533140042892,3144.526102230515,592.7585185185185,6.852060050093986
69.682,6.67,245,1.2,2.42,0.83,1007.913193878816,2847.2875752748887,605.2933333333333,3.5678852651297115
107.105,6.81,217,1.13,3.44,0.65,2615.544980076816,2751.8758277176316,652.3129203539823,3.0572876881571225
115.972,6.08,239,1.15,3.87,0.55,1705.5603123864018,3290.5749483385894,666.1904347826087,3.4558802682111467
126.802,6.85,314,1.15,2.64,0.68,3761.144802004935,2732.6980427434896,619.4504347826087,4.951275340843341
92.21,6.4,249,1.21,2.35,1.12,1441.119015935906,3092.705098312484,601.5314049586777,3.6433229805414524
169.553,5.83,223,0.77,2.78,0.81,2748.445795446544,3258.222608101183,693.4322077922078,3.1640801189153454
147.732,6.2,212,1.33,3.12,0.85,3109.592129747389,3242.705098312484,618.8607518796993,2.969413274443952
131.372,6.77,377,1.24,3.32,0.93,3833.5359880160213,2774.9666791108625,635.1922580645161,6.3560127322265965
123.782,5.63,229,0.63,2.05,1.19,1106.38005602202,3119.144367190434,711.868253968254,3.2723190581172292
177.957,5.29,366,0.67,3.1,0.69,1152.5847869024062,2816.127883904107,736.6059701492537,6.101593830330793
154.241,5.45,344,0.96,2.77,1.0,1250.1866456054745,2953.069660487931,651.9266666666667,5.604199619920836
173.566,6.22,140,0.89,2.82,0.51,4372.11910752763,3231.153972832737,666.9352808988764,1.8252018714143141
134.519,6.14,239,1.12,3.44,0.48,2435.5178985142998,3271.448115739806,653.5771428571429,3.4558802682111467
99.058,6.19,317,1.11,3.62,0.93,1385.1161025955948,3248.1241722823684,661.704144144144,5.015219631424367
84.661,7.0,255,0.77,3.86,0.82,1837.8247689824325,2700.0,734.4722077922079,3.7576187622249475
82.951,6.89,196,1.38,2.53,1.02,1650.5217480904735,2717.7357693137324,592.0820289855072,2.6952000000000003
142.691,6.59,205,1.0,3.07,1.16,3992.9137642986266,2916.302668188231,656.66,2.848122654377322
131.778,5.71,120,0.83,2.09,0.56,1413.2775534431596,3183.872116095893,652.1910843373494,1.551627310409919
104.098,5.59,129,0.94,2.48,1.14,733.8170822184584,3083.6973318117684,644.4527659574468,1.6721266825731766
148.746,5.64,188,0.85,2.91,0.77,1622.7121603142525,3127.7337874695213,678.8152941176471,2.562180903800634
101.356,6.05,267,0.8,3.31,0.79,1263.1931733118079,3296.3065021785415,705.78,3.9902527587554464
110.493,6.32,181,0.75,2.97,1.15,1935.771191130431,3160.748038493699,706.1933333333334,2.448084762016273
145.67,6.5,132,1.23,2.47,0.99,3891.4518895661295,3000.0,603.9413008130082,1.7132516309488317
129.19,5.49,305,0.78,3.76,0.84,947.8714484916767,2990.5767722765618,728.0082051282051,4.761276803963808
164.312,5.62,129,0.99,3.2,1.13,1919.0416441429536,3110.4373658054033,663.2161616161616,1.6721266825731766
179.327,7.0,281,0.73,2.83,0.66,8245.721809748964,2700.0,706.7180821917808,4.268334677281199
163.503,6.39,279,0.75,3.61,0.9,4494.232543593057,3101.6213760735877,730.5133333333334,4.228175017350983
139.455,5.78,177,1.26,3.38,0.72,1742.8094485508122,3231.153972832737,635.424126984127,2.3838654729040503
151.652,5.98,384,0.86,2.6,0.93,2623.7999608029563,3299.4080185284815,664.8465116279069,6.519865991863939
158.848,5.83,144,1.05,3.59,1.01,2412.3466857970775,3258.222608101183,668.8009523809524,1.8824
178.739,6.66,155,0.83,2.21,0.69,6585.568971016964,2855.4738977694856,656.7510843373494,2.043787550150603
136.537,5.59,233,0.92,3.62,0.47,1262.4196869388602,3083.6973318117684,691.4730434782608,3.345272514189107
91.021,6.71,212,0.97,3.39,1.0,1767.7238030365036,2816.127883904107,673.7684536082475,2.969413274443952
157.196,5.84,208,0.92,3.05,0.87,2392.291791212536,3262.892004013159,669.8130434782609,2.8998549289488316
85.149,6.34,282,0.89,3.12,1.1,1169.2943960155883,3144.526102230515,678.3352808988764,4.288468228717248
105.566,6.06,211,0.85,2.5,0.79,1384.578769452698,3294.686175218607,663.2352941176471,2.9519616310211707
116.094,5.61,220,0.74,3.45,0.82,942.8397887515533,3101.6213760735877,727.3162162162163,3.1105018674576734
159.454,6.49,298,1.11,3.37,0.5,4627.126575750362,3009.4232277234382,652.2041441441442,4.615422077989085
102.207,6.79,142,0.96,4.0,1.2,2351.0296628332057,2762.953496287293,698.6666666666667,1.8537002326955552
114.081,6.45,151,1.26,3.26,0.72,2295.8504428011706,3046.930339512069,630.864126984127,1.9844152518752967
79.811,6.03,257,0.76,2.23,0.86,766.9904862174387,3298.668589380924,675.2663157894737,3.7960187378108152
157.355,6.3,314,0.75,2.5,1.17,3858.9358472468143,3176.335575687742,688.3333333333334,4.951275340843341
108.24,6.22,212,0.7,3.71,1.01,1700.3496729933154,3231.153972832737,749.5514285714286,2.969413274443952
169.991,6.03,165,1.34,2.89,0.68,3479.495904374605,3298.668589380924,609.2229850746269,2.195570700383797
150.902,6.85,146,0.73,3.07,1.18,5326.695097842092,2732.6980427434896,715.8380821917808,1.911299769715846
133.946,6.04,281,0.78,3.93,0.64,2183.210019790488,3297.6344103943434,734.4682051282051,4.268334677281199
94.174,6.02,306,0.98,3.58,0.96,1056.617116731298,3299.4080185284815,679.3053061224489,4.782251071574389
166.62,5.94,277,0.81,2.05,1.17,3028.4359596155978,3294.686175218607,655.4308641975308,4.188159042123862
72.909,6.19,331,0.93,3.48,0.75,750.3594404974447,3248.1241722823684,684.2830107526881,5.317613749565235
107.526,6.39,286,0.87,2.82,0.54,1943.7082114176092,3101.6213760735877,671.0680459770115,4.36935909938584
119.865,5.94,322,0.89,2.39,0.43,1567.288379335282,3294.686175218607,650.5952808988764,5.12246673541303
85.837,6.58,322,0.67,3.22,0.82,1434.441666067931,2925.3930338505434,741.1659701492538,5.12246673541303
138.1,6.92,280,1.39,3.99,0.43,4660.277777209956,2709.4250516614106,646.7279136690647,4.248236918872658
93.431,6.06,297,1.24,2.62,0.48,1084.5548737783836,3294.686175218607,608.5922580645162,4.5947242544523075
114.863,6.14,312,1.08,2.4,0.93,1775.760434403897,3271.448115739806,619.3481481481481,4.9088150244708615
84.818,6.84,385,0.94,3.01,0.64,1672.1802905833904,2737.107995986841,664.5927659574468,6.543396396067364
170.422,6.25,179,1.1,3.7,0.85,4331.2928214455105,3212.132034355964,666.0545454545454,2.415885424549182
131.009,5.87,274,1.21,3.94,1.11,1724.2054029093508,3275.3263877051945,661.9514049586777,4.1284056223085095
163.692,6.31,191,1.03,3.06,0.64,4212.23671046176,3168.6250133556396,651.6198058252427,2.6117380140538264
150.583,6.4,275,1.37,3.21,1.02,3843.2239761731576,3092.705098312484,618.7683211678832,4.14828726939094
57.606,6.73,292,1.11,3.16,1.06,717.7079703250951,2801.6064404029044,644.2241441441441,4.49175854981235
137.557,6.9,324,0.98,2.3,0.99,4567.076663912952,2714.683045111454,630.665306122449,5.1656
151.779,6.97,205,1.2,2.87,0.52,5802.415914712496,2701.331410619076,622.3933333333333,2.848122654377322
137.836,6.72,262,1.0,2.37,0.44,4081.358530800913,2808.7728030753933,630.06,3.89267238618762
139.441,6.32,126,0.9,3.77,1.11,3082.94281382503,3160.748038493699,701.0377777777778,1.63147719376044
113.758,5.89,387,1.25,3.52,1.02,1331.699297833288,3282.2642306862676,641.76,6.590548901371698
167.602,6.39,245,1.3,2.95,1.16,4722.396871619862,3101.6213760735877,615.1769230769231,3.5678852651297115
88.722,6.31,153,1.16,2.52,1.14,1237.4296141622262,3168.6250133556396,613.6910344827586,2.014004385726805
156.743,5.64,137,0.83,2.96,0.5,1801.8855756375747,3127.7337874695213,685.2510843373494,1.782835110214871
79.222,6.17,205,1.14,3.57,0.54,869.3930599155834,3258.222608101183,656.0108771929824,2.848122654377322
166.228,5.51,179,0.69,2.34,0.95,1628.6660366843807,3009.4232277234382,700.8040579710145,2.415885424549182
97.724,6.4,203,0.81,3.12,1.07,1618.6251155025898,3092.705098312484,696.0908641975309,2.8138438322410613
170.77,5.88,214,1.1,2.81,0.91,2965.2537671531945,3278.9329457664753,632.2345454545455,3.0044400891217182
61.804,6.85,299,1.15,2.61,1.19,893.5132856746267,2732.6980427434896,618.3104347826087,4.636154658617108
95.09,5.88,269,0.75,3.65,0.7,919.4082666148914,3278.9329457664753,732.0333333333334,4.0295424292675674
160.486,6.61,398,1.23,2.57,0.53,5124.414838480587,2898.3786239264123,607.7413008130081,6.852060050093986
120.741,5.92,232,1.1,3.6,0.62,1554.1065602292645,3290.5749483385894,662.2545454545455,3.326974976896683
109.787,6.44,160,0.81,2.41,0.95,2109.5346611630694,3056.214394375717,669.1108641975309,2.1190861620062105
179.926,6.81,166,0.96,2.22,1.2,7381.260830612226,2751.8758277176316,631.0266666666666,2.2110083109090968
155.284,5.97,304,1.01,2.08,0.71,2720.7138464690393,3298.668589380924,617.4558415841584,4.740336892276368
164.019,5.56,191,1.09,3.22,0.71,1732.3427258253828,3056.214394375717,649.1489908256881,2.6117380140538264
153.484,6.43,176,0.65,2.63,0.99,4090.3260777276514,3065.442972418963,726.0938461538461,2.3679230819281614
75.527,6.53,362,1.21,3.15,0.98,1070.1686646727976,2971.7675060044453,631.9314049586777,6.010015782191553
100.919,5.98,272,0.86,2.62,0.87,1161.9309332909809,3299.4080185284815,665.6065116279069,4.088751136537612
161.176,6.49,336,0.75,2.17,1.03,4727.606163714214,3009.4232277234382,675.7933333333333,5.42718538721652
142.383,6.69,351,1.15,2.18,0.48,4266.821269053423,2831.3749866443604,601.9704347826088,5.7607863138508115
170.788,5.22,136,1.39,3.43,0.99,868.8135997987673,2768.846027167263,625.4479136690647,1.7688151323183374
129.201,5.69,158,1.29,2.57,0.94,1319.856106547947,3168.6250133556396,601.691007751938,2.0888233633730344
73.403,6.38,262,0.64,3.59,0.59,898.3998286148432,3110.4373658054037,766.42,3.89267238618762
79.633,6.86,368,0.97,3.98,0.62,1492.799112115525,2728.551884260194,696.1884536082474,6.147571201853059
106.715,6.24,265,1.03,3.48,0.6,1683.100327514676,3218.690588226423,667.5798058252427,3.951109966373138
96.022,6.33,334,0.79,3.64,0.75,1474.4436598370064,3152.7124247251113,720.8516455696201,5.3832581910032165
106.864,6.12,284,1.38,3.6,0.8,1507.2899038290307,3278.9329457664753,632.7420289855072,4.328842456931337
130.907,6.71,230,0.79,3.99,0.52,3656.4273200176635,2816.127883904107,734.1516455696203,3.290498163410971
88.07,6.22,254,1.31,3.62,0.66,1125.6896362208654,3231.153972832737,639.6974045801526,3.7384750979434753
67.696,6.82,193,0.74,3.33,1.09,1051.6485408769026,2746.7016223493956,722.7562162162162,2.64499335197105
141.271,6.83,393,1.38,3.76,0.79,4609.33969305527,2741.777391898817,638.8220289855072,6.732737157942729
143.506,6.36,398,0.75,2.61,0.87,3377.457741717209,3127.7337874695213,692.5133333333333,6.852060050093986
130.036,6.4,267,0.93,2.06,0.57,2865.965832012531,3092.705098312484,630.3230107526881,3.9902527587554464
65.104,6.97,150,1.11,2.65,1.19,1067.5809764698065,2701.331410619076,624.8441441441441,1.969693845669907
115.603,5.86,142,0.84,3.59,0.59,1326.2446998078342,3271.448115739806,706.8961904761904,1.8537002326955552
112.497,6.26,297,0.97,2.02,0.92,1904.2695462645713,3205.364131778607,621.7084536082474,4.5947242544523075
103.769,6.61,178,0.8,3.34,0.66,2142.423077498948,2898.3786239264123,706.92,2.39985296273159
114.818,6.93,295,1.25,3.16,0.68,3241.165945400185,2707.224971418376,628.08,4.55343311280697
137.326,5.91,291,0.67,2.17,1.02,1987.0703367360209,3288.088105703083,701.2659701492537,4.471270507029205
142.444,6.83,342,1.03,3.24,0.96,4686.2019240829895,2741.777391898817,658.4598058252427,5.559751013636936
176.412,6.22,354,1.26,2.67,0.52,4516.6758376047965,3231.153972832737,608.444126984127,5.828376202934624
173.549,6.94,158,0.96,3.12,1.15,7450.234864677187,2705.313824781393,665.2266666666667,2.0888233633730344
96.488,6.28,336,0.63,3.93,0.42,1425.8527128775145,3191.2271969246067,783.308253968254,5.42718538721652
57.937,6.77,313,1.22,2.26,1.09,745.6000498580005,2774.9666791108625,597.0275409836065,4.9300282256437145
154.527,5.49,235,1.34,3.15,0.64,1356.1270909000416,2990.5767722765618,619.1029850746269,3.381985426750108
172.592,6.91,280,1.09,3.69,0.58,7234.297124967378,2711.911894296917,667.0089908256881,4.248236918872658
120.499,5.84,293,0.97,2.51,0.88,1405.7175082580388,3262.892004013159,640.3284536082474,4.512281704965393
76.8,6.18,320,1.32,2.36,0.76,824.8084085417264,3253.298377650605,590.8921212121212,5.07946721791957
166.474,6.21,232,0.97,2.92,0.51,3985.3411492957703,3237.0465037127074,655.9084536082474,3.326974976896683
160.56,5.58,293,0.68,3.81,1.14,1717.0602317982343,3074.6069661494566,760.0741176470588,4.512281704965393
113.735,6.84,193,1.08,2.01,1.0,3006.73607907075,2737.107995986841,604.5281481481481,2.64499335197105
78.72,6.83,244,1.1,2.98,0.62,1431.2083043190669,2741.777391898817,638.6945454545455,3.5491214734739582
152.373,6.4,373,0.95,3.31,0.93,3935.1368602634243,3092.705098312484,674.2010526315789,6.263061242083065
97.557,6.33,232,0.88,3.66,1.19,1521.9611298427128,3152.7124247251113,700.8981818181819,3.326974976896683
100.667,5.83,135,1.32,2.57,0.99,968.8364553327913,3258.222608101183,598.8721212121212,1.7548466041712032
152.811,5.7,331,1.38,2.1,0.52,1873.3215329296581,3176.335575687742,575.7420289855072,5.317613749565235
158.648,5.92,143,0.78,2.91,1.14,2683.1222448458843,3290.5749483385894,695.7082051282051,1.8680250290108
164.626,6.37,238,1.0,2.74,0.83,4481.81811421376,3119.144367190434,644.12,3.4373481373511043
172.006,6.48,300,0.81,2.23,1.01,5342.900500378793,3018.8371558587937,662.2708641975308,4.656921938165306
89.623,6.56,157,0.89,2.46,0.51,1540.9666861730027,2943.785605624283,653.2552808988764,2.0737634892193935
86.046,6.53,188,0.73,3.89,0.45,1389.022030166703,2971.7675060044453,746.9980821917808,2.562180903800634
121.09,6.59,169,0.82,2.34,0.86,2875.499695927701,2916.302668188231,664.0419512195122,2.2576
101.494,6.26,276,0.78,3.78,0.66,1549.98422334036,3205.364131778607,728.7682051282051,4.168205097864622
159.855,5.95,193,1.2,2.08,0.81,2819.3401067118316,3296.3065021785415,592.3733333333333,2.64499335197105
126.58,6.81,225,1.17,2.76,0.92,3653.1952531664374,2751.8758277176316,621.6321367521367,3.2
144.442,6.13,308,0.89,3.08,0.46,2780.878068402328,3275.3263877051945,676.8152808988764,4.824302450106838
143.923,6.6,391,1.24,3.53,0.94,4091.687808865327,2907.2949016875164,643.1722580645161,6.685219595131607
162.911,6.96,206,0.73,2.49,0.93,6644.748119139035,2702.3655896056566,693.7980821917808,2.865324975558327
139.355,6.41,291,0.73,2.2,0.94,3318.23070302333,3083.697331811769,682.7780821917809,4.471270507029205
169.172,6.15,371,1.14,3.62,1.08,3889.364928934574,3267.3019572565104,657.9108771929824,6.216771732367841
105.481,5.75,304,0.71,3.32,1.15,957.5842427642642,3212.132034355964,731.5121126760563,4.740336892276368
166.396,5.97,155,1.36,2.29,1.14,3124.0301149839843,3298.668589380924,584.6670588235294,2.043787550150603
140.412,5.59,304,0.66,2.72,0.63,1335.0929321903684,3083.6973318117684,725.7842424242424,4.740336892276368
166.834,6.04,274,1.03,2.36,0.97,3386.921594965133,3297.6344103943434,625.0198058252427,4.1284056223085095
163.919,6.06,346,1.06,2.14,0.83,3338.321257394612,3294.686175218607,612.2633962264151,5.6487776258059545
128.085,6.59,260,1.4,3.75,0.66,3217.312992946284,2916.302668188231,636.7857142857143,3.8538992232921974
130.835,6.94,195,0.72,3.56,0.94,4234.2218622023165,2705.313824781393,737.5022222222221,2.678421446827955
177.731,6.18,157,0.97,3.74,0.97,4417.301152167718,3253.298377650605,687.0684536082474,2.0737634892193935
161.675,6.36,381,0.82,3.89,0.56,4286.822923866846,3127.7337874695213,722.9419512195121,6.449458651003468
164.266,6.97,245,1.15,2.37,0.96,6796.429950959339,2701.331410619076,609.1904347826087,3.5678852651297115
128.887,6.89,211,1.13,3.8,0.87,3984.7055017731827,2717.7357693137324,665.9929203539823,2.9519616310211707
81.718,6.42,380,1.29,3.05,1.08,1150.2514892557854,3074.6069661494566,619.931007751938,6.426050961643851
164.047,6.04,227,1.3,2.33,0.9,3274.708170430744,3297.6344103943434,591.6169230769231,3.2360798818747964
114.407,5.77,121,0.86,2.65,0.65,1157.4341101997156,3225.0333208891375,666.746511627907,1.5648
168.293,6.45,209,0.89,2.16,0.99,4996.306349034923,3046.930339512069,641.8552808988765,2.9171823596907207
63.735,6.43,234,1.04,3.65,0.68,705.3224271945413,3065.442972418963,672.5461538461539,3.3636093588337084
113.72,5.86,211,1.13,2.62,0.41,1283.3914870785034,3271.448115739806,621.1529203539824,2.9519616310211707
144.614,6.46,305,1.07,3.53,0.67,3718.339322251076,3037.5999700692914,663.6727102803738,4.761276803963808
143.573,6.78,166,1.13,3.73,1.18,4608.908912163642,2768.8460271672634,663.3329203539823,2.2110083109090968
177.781,5.15,341,1.08,3.94,1.11,742.757378018023,2732.6980427434896,677.8681481481482,5.53757535328257
151.487,6.6,227,0.6,2.65,0.88,4533.074055647535,2907.2949016875164,747.3666666666667,3.2360798818747964
165.565,5.94,296,0.8,3.5,1.11,2990.206636240365,3294.686175218607,713.0,4.574061246471388
91.477,6.83,299,1.27,2.0,0.64,1932.6646515732316,2741.777391898817,581.9842519685039,4.636154658617108
