Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar,Printable
13.049,6.18,196,1.23,2.06,0.54,23.81140939009312,3253.298377650605,588.3613008130081,2.6952000000000003,True
15.756,6.3,163,1.05,3.87,0.52,38.6899713737599,3176.335575687742,679.4409523809524,2.164835751658403,True
14.33,6.19,225,0.84,2.12,0.44,28.986744898527494,3248.1241722823684,651.0361904761905,3.2,True
17.543,6.42,213,0.67,2.15,0.68,53.0108872346744,3074.6069661494566,700.5059701492537,2.986906126093223,True
15.772,6.21,154,1.36,3.31,0.55,35.77224615945569,3237.0465037127074,623.4270588235294,2.028871793186074,True
10.705,6.69,220,0.84,2.81,0.73,24.119123207728205,2831.3749866443604,677.2561904761905,3.1105018674576734,True
15.858,6.82,102,1.24,2.28,0.51,57.70871907621662,2746.7016223493956,595.6722580645161,1.3241196029703455,True
14.888,6.49,191,0.71,2.23,0.67,40.337898011438725,3009.4232277234382,690.0921126760563,2.6117380140538264,True
16.562,5.79,218,1.12,2.49,0.41,24.90801628162174,3237.046503712707,617.4771428571428,3.074985141704705,True
14.096,6.91,200,1.18,2.16,0.87,48.25549793770199,2711.911894296917,597.6732203389831,2.762741699796952,True
17.59,6.61,123,0.94,3.93,0.59,61.560431257395074,2898.3786239264123,699.5527659574468,1.5913087922306866,True
17.006,5.66,151,1.2,2.67,0.58,21.86956594277324,3144.526102230515,614.7933333333333,1.9844152518752967,True
16.411,5.83,200,0.66,3.39,0.62,25.748166594875812,3258.222608101183,751.2442424242424,2.762741699796952,True
17.547,5.87,215,1.27,2.82,0.41,30.93089527079184,3275.3263877051945,613.1442519685039,3.0220150673618114,True
13.96,6.63,246,1.29,3.0,0.42,39.3319139702636,2880.855632809566,618.031007751938,3.5866873894192786,True
16.772,6.64,175,0.75,3.0,0.79,57.1769131007737,2872.2662125304787,707.3333333333334,2.3520259177452134,True
14.041,6.6,189,0.81,3.55,0.44,38.94378533735176,2907.2949016875164,712.4308641975308,2.5786563352319694,True
11.112,6.6,163,0.91,3.03,0.71,24.390828325682502,2907.2949016875164,670.9641758241758,2.164835751658403,True
11.318,6.9,170,1.26,2.75,0.65,30.918063848259322,2714.683045111454,611.484126984127,2.27322305421512,True
12.811,6.64,248,1.12,2.63,0.72,33.35931003667042,2872.2662125304787,622.7971428571428,3.624406324407887,True
12.799,6.75,212,1.36,3.74,0.79,35.90747776747336,2787.867965644036,639.7670588235294,2.969413274443952,True
15.667,6.98,201,1.38,2.66,0.42,62.194639647503685,2700.5919814715185,597.0220289855073,2.7797334581042583,True
12.943,6.22,103,1.34,2.62,0.57,24.312665634477874,3231.153972832737,598.9629850746269,1.3362686649635989,True
14.442,6.23,235,1.0,3.44,0.68,30.54775911934227,3225.0333208891375,670.72,3.381985426750108,True
10.799,6.51,245,0.78,2.67,0.69,21.550127957541864,2990.5767722765618,686.5882051282051,3.5678852651297115,True
15.188,6.52,171,0.9,3.13,0.41,42.95126757837714,2981.1628441412063,676.7177777777778,2.2888921264290927,True
17.077,5.63,219,0.77,3.51,0.68,21.057776129245607,3119.144367190434,721.1722077922078,3.09272323243342,True
13.43,6.93,166,1.37,3.0,0.6,44.34384393854752,2707.224971418376,610.7883211678832,2.2110083109090968,True
11.459,6.4,208,0.8,3.51,0.82,22.255494255815265,3092.705098312484,713.38,2.8998549289488316,True
17.538,6.06,167,0.88,3.59,0.71,38.214630743185715,3294.686175218607,698.2381818181818,2.2264924905715633,True
16.041,6.94,134,0.63,3.89,0.72,63.648564077084565,2705.313824781393,781.7882539682539,1.7409297159791122,True
11.664,6.81,197,0.87,3.43,0.59,31.019709329797962,2751.8758277176316,694.2480459770115,2.7120214103846285,True
16.477,6.81,231,0.68,2.19,0.48,61.901188195473594,2751.8758277176316,698.5141176470588,3.3087168315798587,True
15.565,5.81,148,0.6,2.25,0.6,22.578956314237622,3248.1241722823684,732.1666666666667,1.9403981671746184,True
15.732,6.32,185,0.61,2.18,0.44,39.24211147584014,3160.748038493699,725.1350819672132,2.5130176352928455,True
11.69,6.32,212,1.07,3.99,0.75,21.667734927331775,3160.748038493699,681.1527102803739,2.969413274443952,True
15.061,6.37,122,0.74,2.54,0.56,37.51154850480863,3119.144367190434,692.7362162162162,1.5780272352774767,True
13.688,6.07,189,0.78,2.24,0.5,23.518664544747207,3292.775028581624,670.2482051282051,2.5786563352319694,True
14.332,6.27,112,0.74,2.32,0.4,31.18271759107262,3198.393559597096,684.3762162162162,1.4482372698855492,True
16.747,6.1,230,1.3,2.13,0.56,36.29010510159337,3285.316954888546,584.016923076923,3.290498163410971,True
16.094,6.17,110,1.24,3.92,0.71,35.880010265851936,3258.222608101183,657.9922580645161,1.4229517863897334,True
17.987,6.28,131,0.63,3.76,0.78,49.550213109627386,3191.2271969246067,776.848253968254,1.6994908253088057,True
16.019,6.66,141,0.67,3.74,0.62,52.89631980540229,2855.4738977694856,760.9259701492538,1.8394257874178772,True
16.911,7.0,201,0.69,2.31,0.76,73.32902178211324,2700.0,699.6640579710145,2.7797334581042583,True
15.21,6.68,220,1.31,3.57,0.67,48.35612142999768,2839.251961506301,637.7974045801526,3.1105018674576734,True
16.85,6.11,177,0.92,3.46,0.81,37.10567378165789,3282.2642306862676,685.3930434782609,2.3838654729040503,True
12.782,6.36,205,1.05,2.44,0.89,26.79460947151267,3127.7337874695213,625.1009523809524,2.848122654377322,True
17.011,6.88,218,0.77,2.83,0.45,68.98105813650321,2721.0670542335247,695.3322077922078,3.074985141704705,True
16.684,6.47,218,0.6,2.33,0.73,49.87921411096374,3028.2324939955547,735.2066666666667,3.074985141704705,True
15.494,6.75,171,1.04,2.26,0.7,52.62110036003444,2787.867965644036,619.7261538461538,2.2888921264290927,True
14.161,6.12,167,0.88,2.51,0.73,26.468040071965554,3278.9329457664753,657.1981818181819,2.2264924905715633,True
16.642,5.66,199,0.62,3.93,0.45,20.94338369418717,3144.526102230515,787.4045161290323,2.745792367962809,True
14.251,6.1,138,0.9,2.01,0.56,26.278759814053114,3285.316954888546,634.1577777777777,1.7969063497415687,True
16.445,6.55,165,1.2,2.31,0.62,51.49974116140855,2953.069660487931,601.1133333333333,2.195570700383797,True
16.331,6.35,172,1.06,2.99,0.75,43.37550984140377,3136.1971499218644,644.5633962264151,2.3046070818879105,True
16.246,6.06,127,1.04,2.23,0.53,32.79158686848467,3294.686175218607,618.5861538461538,1.6449738512298,True
11.534,6.68,197,0.75,2.14,0.88,27.806922440433212,2839.251961506301,674.6533333333333,2.7120214103846285,True
11.974,6.28,134,0.67,2.46,0.5,21.958696944136022,3191.2271969246067,712.2859701492537,1.7409297159791122,True
13.276,6.49,206,0.99,3.61,0.58,32.075617863344476,3009.4232277234382,678.7961616161617,2.865324975558327,True
17.011,6.29,186,1.14,3.75,0.58,44.708455341809156,3183.872116095893,662.8508771929825,2.5293614365114956,True
12.384,6.85,168,1.38,2.61,0.72,35.8748202228351,2732.6980427434896,595.1220289855073,2.242023099732033,True
12.405,6.5,107,1.15,2.45,0.6,28.22051677813641,3000.0,612.2304347826088,1.385453285046704,True
13.008,6.13,206,0.84,3.04,0.78,22.553607445892172,3275.3263877051945,685.9961904761905,2.865324975558327,True
14.279,6.1,213,0.87,3.2,0.59,26.382124928147253,3285.316954888546,685.5080459770115,2.986906126093223,True
17.013,5.78,109,0.63,2.04,0.52,25.93842069288618,3231.153972832737,711.488253968254,1.4103947275770001,True
17.3,6.69,127,0.83,2.78,0.73,62.991272110606495,2831.3749866443604,678.4110843373494,1.6449738512298,True
13.697,6.04,109,0.97,3.73,0.83,22.829002180325425,3297.6344103943434,686.6884536082474,1.4103947275770001,True
17.593,6.49,201,1.21,2.86,0.66,56.32748346218053,3009.4232277234382,620.9114049586777,2.7797334581042583,True
11.883,6.66,155,0.97,2.1,0.49,29.10763022131682,2855.4738977694856,624.7484536082475,2.043787550150603,True
15.816,6.68,233,0.79,3.27,0.83,52.28611141562164,2839.251961506301,706.7916455696202,3.345272514189107,True
13.024,6.67,246,1.28,2.19,0.44,35.210378282313286,2847.2875752748887,588.22,3.5866873894192786,True
13.907,6.7,145,0.75,2.74,0.42,40.98589450652436,2823.6644243122582,697.4533333333334,1.8968249711399063,True
15.495,6.06,144,0.61,2.65,0.41,29.829961795910357,3294.686175218607,742.9950819672131,1.8824,True
12.352,6.46,194,0.73,3.93,0.49,27.127071231508495,3037.5999700692914,748.5180821917809,2.6616858606189755,True
13.257,6.95,109,1.14,2.97,0.69,43.73693424982268,2703.6934978214585,633.2108771929825,1.4103947275770001,True
11.858,6.71,240,1.28,2.71,0.56,30.002268735317674,2816.127883904107,607.98,3.474451209887296,True
14.278,6.47,210,1.06,2.28,0.73,36.5303636133022,3028.2324939955547,617.5833962264151,2.9345512933598257,True
11.591,6.87,112,0.84,3.26,0.88,31.826661718831726,2724.6736122948055,694.3561904761905,1.4482372698855492,True
11.259,6.8,185,0.61,3.85,0.88,28.71616631558731,2757.294901687516,788.595081967213,2.5130176352928455,True
16.032,6.47,221,1.1,2.13,0.7,46.056894179268106,3028.2324939955547,606.3945454545454,3.1283209545259116,True
10.883,6.47,246,0.98,3.8,0.78,21.223475200992198,3028.2324939955547,687.665306122449,3.5866873894192786,True
12.115,6.99,180,0.98,2.83,0.81,37.41209371749573,2700.1480318902804,650.805306122449,2.4319627325598185,True
14.14,6.09,147,1.4,2.29,0.83,25.612576564185467,3288.088105703083,581.3057142857143,1.9258242247906998,True
17.395,6.58,165,1.24,2.76,0.53,58.90914188409199,2925.3930338505434,613.9122580645161,2.195570700383797,True
14.664,5.97,102,0.78,3.02,0.75,24.262433135047676,3298.668589380924,699.8882051282051,1.3241196029703455,True
13.213,6.21,102,0.8,3.69,0.61,25.105885497874436,3237.0465037127074,720.22,1.3241196029703455,True
16.217,6.56,192,0.87,2.19,0.86,50.453968175021394,2943.785605624283,647.1280459770115,2.6283440323406366,True
13.459,6.12,129,1.26,3.06,0.71,23.90889606916636,3278.9329457664753,623.264126984127,1.6721266825731766,True
16.629,5.82,161,1.08,3.62,0.7,26.103594672568303,3253.298377650605,665.7081481481481,2.134288787209898,True
16.583,6.84,186,0.74,2.5,0.57,63.91948194876573,2737.107995986841,691.2162162162163,2.5293614365114956,True
11.511,6.76,150,0.74,3.68,0.79,29.237943864803807,2781.309411773577,736.0562162162163,1.969693845669907,True
15.609,5.97,140,0.99,3.11,0.81,27.490308200223502,3298.668589380924,659.7961616161616,1.8252018714143141,True
15.805,6.09,157,0.83,3.23,0.57,31.99951905922996,3288.088105703083,695.5110843373494,2.0737634892193935,True
11.839,6.61,158,1.07,3.01,0.88,27.886885645931507,2898.3786239264123,643.9127102803739,2.0888233633730344,True
11.9,6.4,118,1.36,2.56,0.45,24.001463707993537,3092.705098312484,594.9270588235294,1.5254464783693005,True
13.039,6.04,110,1.05,2.12,0.52,20.688289684136564,3297.6344103943434,612.9409523809524,1.4229517863897334,True
13.807,5.99,159,1.11,2.22,0.81,21.98859736044168,3299.8519681097196,608.5041441441441,2.1039309710832326,True
17.765,6.81,243,1.19,3.35,0.69,71.9570127593846,2751.8758277176316,641.7537815126051,3.530396092922508,True
12.586,6.74,140,0.78,3.04,0.47,34.49097974808007,2794.635868221393,700.6482051282051,1.8252018714143141,True
13.588,6.76,168,0.91,3.67,0.59,40.741010490013714,2781.309411773577,695.2841758241759,2.242023099732033,True
15.01,6.46,134,1.28,3.22,0.57,40.05804280430286,3037.5999700692914,627.36,1.7409297159791122,True
11.511,6.66,147,1.13,3.26,0.85,27.313714316697258,2855.4738977694856,645.4729203539823,1.9258242247906998,True
16.875,6.36,206,1.2,2.05,0.57,46.70220310340863,3127.7337874695213,591.2333333333333,2.865324975558327,True
16.97,6.27,108,1.19,2.95,0.71,43.718378642328396,3198.393559597096,626.553781512605,1.397895138643706,True
15.305,6.33,113,1.0,2.84,0.72,37.45875641874354,3152.7124247251113,647.92,1.4609651814712121,True
12.734,6.49,128,0.67,3.34,0.68,29.510069641238726,3009.4232277234382,745.7259701492537,1.6585237502960395,True
15.47,6.44,125,1.19,2.57,0.87,41.885669077088664,3056.214394375717,612.113781512605,1.618033988749895,True
15.885,6.53,214,0.68,2.83,0.57,47.33934010803582,2971.7675060044453,722.8341176470589,3.0044400891217182,True
13.896,6.15,172,0.98,3.26,0.63,26.242266238155686,3267.3019572565104,667.145306122449,2.3046070818879105,True
17.637,6.82,166,1.1,3.57,0.82,71.38287531700279,2746.7016223493956,661.1145454545454,2.2110083109090968,True
17.274,5.73,240,0.81,3.72,0.57,24.98052094835336,3198.3935595970956,718.8908641975308,3.474451209887296,True
14.097,6.46,189,1.37,3.12,0.81,35.33309989664715,3037.5999700692914,615.3483211678832,2.5786563352319694,True
17.072,6.3,135,0.88,2.81,0.67,45.42294290477693,3176.335575687742,668.5981818181817,1.7548466041712032,True
11.656,6.93,223,1.2,2.69,0.56,33.40260895945113,2707.224971418376,615.5533333333334,3.1640801189153454,True
17.346,6.1,121,1.24,3.43,0.7,38.93255174178678,3285.316954888546,639.3722580645161,1.5648,True
16.521,6.01,204,0.72,2.03,0.62,32.17225269317493,3299.8519681097196,679.3622222222223,2.8309622390763862,True
17.831,5.64,213,1.13,3.32,0.77,23.318590684399965,3127.7337874695213,647.7529203539823,2.986906126093223,True
16.435,6.44,120,0.86,3.32,0.64,47.27420636066003,3056.214394375717,692.2065116279069,1.551627310409919,True
17.194,6.79,203,0.84,3.57,0.48,66.53507817421465,2762.953496287293,706.1361904761904,2.8138438322410613,True
14.99,6.87,214,0.69,3.72,0.61,53.229519046325,2724.6736122948055,753.2440579710145,3.0044400891217182,True
10.798,6.48,219,1.32,3.33,0.5,21.056032383224444,3018.8371558587937,627.7521212121212,3.09272323243342,True
14.011,6.34,195,1.22,3.43,0.43,31.65942555811158,3144.526102230515,641.4875409836066,2.678421446827955,True
10.347,6.56,207,1.35,3.54,0.75,20.53918438464953,2943.785605624283,633.0385185185185,2.882569100781759,True
12.788,6.45,218,1.33,2.19,0.77,28.84843180838571,3046.930339512069,583.5207518796992,3.074985141704705,True
11.433,6.9,243,1.31,2.34,0.63,31.549560774922192,2714.683045111454,591.0574045801526,3.530396092922508,True
15.177,6.48,127,1.23,3.47,0.67,41.59697621402175,3018.8371558587937,641.9413008130082,1.6449738512298,True
13.714,6.39,105,0.83,2.95,0.77,31.61785323651007,3101.6213760735877,684.8710843373494,1.3607438643406065,True
13.422,6.85,105,0.99,2.91,0.7,42.14075533501698,2732.6980427434896,652.1961616161616,1.3607438643406065,True
11.718,6.81,204,1.4,3.18,0.73,31.307593720654495,2751.8758277176316,615.1257142857144,2.8309622390763862,True
14.455,6.65,179,1.22,2.41,0.66,42.77078943806804,2863.8028500781356,602.7275409836066,2.415885424549182,True
13.024,6.66,114,0.69,3.56,0.74,34.96579684304117,2855.4738977694856,747.1640579710145,1.4737495365852555,True
10.708,6.77,159,1.14,2.74,0.84,25.468926868777544,2774.9666791108625,624.4708771929825,2.1039309710832326,True
14.872,6.38,174,1.26,2.03,0.65,36.87914075643691,3110.4373658054037,584.124126984127,2.33617410939159,True
12.306,6.33,193,1.38,2.24,0.75,24.217009319933208,3152.7124247251113,581.0620289855073,2.64499335197105,True
14.258,6.66,241,0.63,3.44,0.49,41.90558189475597,2855.4738977694856,764.688253968254,3.493060881438933,True
15.586,5.74,233,1.26,2.02,0.61,20.62164854184429,3205.364131778607,583.744126984127,3.345272514189107,True
14.99,6.2,235,0.76,2.23,0.63,32.01529732253188,3242.705098312484,675.2663157894737,3.381985426750108,True
13.164,6.73,115,1.0,3.15,0.69,37.47900704242174,2801.6064404029044,659.7,1.4865900871182518,True
14.883,6.95,228,1.15,3.31,0.82,55.12375435750169,2703.6934978214585,644.9104347826087,3.2541796019867695,True
17.127,6.2,223,0.93,2.06,0.68,41.79428204429335,3242.705098312484,630.3230107526881,3.1640801189153454,True
10.756,6.7,185,1.2,2.76,0.8,24.517099843829325,2823.6644243122582,618.2133333333334,2.5130176352928455,True
17.593,6.6,127,0.86,2.58,0.67,61.13950093399562,2907.2949016875164,664.0865116279069,1.6449738512298,True
16.758,6.84,210,0.84,3.63,0.61,65.27568187122864,2737.107995986841,708.4161904761905,2.9345512933598257,True
13.527,6.73,108,1.06,2.43,0.9,39.574488389807975,2801.6064404029044,623.2833962264151,1.397895138643706,True
15.074,6.09,122,0.88,2.84,0.63,29.10794010482909,3288.088105703083,669.7381818181818,1.5780272352774767,True
14.745,6.63,160,0.72,3.71,0.86,43.87971496099533,2880.855632809566,743.2022222222222,2.1190861620062105,True
11.494,6.45,174,0.65,3.14,0.71,23.305549135182186,3046.930339512069,745.4738461538461,2.33617410939159,True
12.784,6.72,153,0.97,3.57,0.86,35.10855447332435,2808.7728030753933,680.6084536082474,2.014004385726805,True
12.673,6.82,127,0.61,3.17,0.53,36.8555992842197,2746.7016223493956,762.7550819672131,1.6449738512298,True
10.859,6.69,189,1.06,2.17,0.6,24.81806050578741,2831.3749866443604,613.403396226415,2.5786563352319694,True
11.165,6.42,105,0.72,2.52,0.88,21.472113842257443,3074.6069661494566,697.9822222222222,1.3607438643406065,True
10.268,6.64,133,0.77,2.43,0.67,21.43002695266442,2872.2662125304787,680.1322077922079,1.7270646600729729,True
13.762,6.09,191,0.7,3.13,0.62,24.261494947191657,3288.088105703083,727.5114285714286,2.6117380140538264,True
17.636,6.35,207,1.02,3.69,0.5,50.58470426127357,3136.1971499218644,677.0827450980393,2.882569100781759,True
17.57,5.71,192,0.81,3.54,0.72,25.12379033004453,3183.872116095893,712.0508641975308,2.6283440323406366,True
15.867,6.14,197,0.96,2.29,0.42,33.885485207342946,3271.448115739806,633.6866666666667,2.7120214103846285,True
15.162,5.88,115,0.96,3.83,0.4,23.375004012023258,3278.9329457664753,692.2066666666667,1.4865900871182518,True
15.577,6.7,247,1.39,2.56,0.49,51.42036420617831,2823.6644243122582,592.3879136690647,3.605527768351138,True
16.662,6.5,137,1.06,2.21,0.46,50.912647981399495,3000.0,614.9233962264151,1.782835110214871,True
15.526,5.85,198,0.92,2.8,0.62,23.6294209836074,3267.3019572565104,660.3130434782609,2.728885569068094,True
12.722,6.23,248,1.04,2.6,0.48,23.704754317424015,3225.0333208891375,632.6461538461539,3.624406324407887,True
14.967,6.21,241,0.66,3.09,0.7,32.21381728913801,3237.0465037127074,739.8442424242423,3.493060881438933,True
13.969,5.95,231,1.39,2.08,0.76,21.529089069236356,3296.3065021785415,574.1479136690648,3.3087168315798587,True
16.598,6.73,146,0.65,3.64,0.89,59.583203519578696,2801.6064404029044,764.4738461538461,1.911299769715846,True
13.041,6.96,115,0.64,3.62,0.63,42.579395715570236,2702.3655896056566,767.56,1.4865900871182518,True
12.698,6.22,235,0.97,3.52,0.78,23.400940939864697,3231.153972832737,678.7084536082474,3.381985426750108,True
15.743,5.94,248,0.6,2.79,0.49,27.0357937707762,3294.686175218607,752.6866666666667,3.624406324407887,True
15.943,5.86,163,1.04,2.31,0.74,25.224672966020112,3271.448115739806,621.6261538461538,2.164835751658403,True
12.194,6.86,137,1.18,2.9,0.68,35.003187566816,2728.551884260194,625.793220338983,1.782835110214871,True
14.381,6.25,118,0.7,2.23,0.42,30.842132799835873,3212.132034355964,693.3114285714286,1.5254464783693005,True
13.253,6.3,144,0.92,3.75,0.51,27.373785515025688,3176.335575687742,696.4130434782609,1.8824,True
12.845,6.17,187,1.07,3.23,0.51,22.855608161332924,3258.222608101183,652.2727102803739,2.545749231944131,True
14.082,6.21,150,0.7,3.22,0.55,28.51683703423433,3237.0465037127074,730.9314285714286,1.969693845669907,True
15.912,6.22,232,0.79,2.28,0.76,36.74618145476172,3231.153972832737,669.1716455696203,3.326974976896683,True
13.175,6.11,107,0.96,3.93,0.88,22.685155442299532,3282.2642306862676,696.0066666666667,1.385453285046704,True
12.103,6.31,136,0.62,3.13,0.82,23.027348059862778,3168.6250133556396,757.0045161290323,1.7688151323183374,True
13.004,6.79,146,1.04,2.01,0.67,38.05841945580795,2762.953496287293,610.2261538461538,1.911299769715846,True
13.982,6.7,199,0.91,2.62,0.61,41.42915774417246,2823.6644243122582,655.3841758241758,2.745792367962809,True
12.745,6.96,188,0.8,2.32,0.86,40.66842780988789,2702.3655896056566,668.16,2.562180903800634,True
11.935,6.95,232,1.39,2.52,0.78,35.44889253986512,2703.6934978214585,590.8679136690647,3.326974976896683,True
13.188,6.54,185,0.94,2.11,0.69,32.874543211042045,2962.4000299307086,630.3927659574468,2.5130176352928455,True
10.153,6.91,124,0.93,2.49,0.84,25.03478071082179,2711.911894296917,646.6630107526881,1.6046444495854764,True
16.18,6.73,225,0.97,3.37,0.7,56.61993462860559,2801.6064404029044,673.0084536082475,3.2,True
11.368,6.46,215,0.69,3.64,0.89,22.97716651813742,3037.5999700692914,750.2040579710144,3.0220150673618114,True
16.191,6.68,147,0.97,2.08,0.86,54.794930062730955,2839.251961506301,623.9884536082475,1.9258242247906998,True
16.511,5.98,193,1.29,2.18,0.57,31.101489719519048,3299.4080185284815,586.871007751938,2.64499335197105,True
13.948,6.63,154,0.75,3.1,0.75,39.264323696677046,2880.855632809566,711.1333333333333,2.028871793186074,True
15.898,5.8,130,0.63,2.18,0.85,23.252669167999997,3242.705098312484,716.808253968254,1.6857824421031036,True
15.598,6.4,191,0.85,2.84,0.52,41.23648480084587,3092.705098312484,676.155294117647,2.6117380140538264,True
11.97,6.83,173,0.98,3.94,0.87,33.09184469459617,2741.777391898817,692.985306122449,2.320367787014481,True
10.835,6.72,221,1.04,2.4,0.74,25.21954552351313,2808.7728030753933,625.0461538461539,3.1283209545259116,True
17.862,6.59,156,0.85,2.57,0.48,62.56867205271932,2916.302668188231,665.895294117647,2.0587515004002404,True
16.882,5.63,116,1.39,3.9,0.79,20.579609953736924,3119.144367190434,643.3079136690648,1.4994865882041641,True
13.117,6.69,115,1.28,2.47,0.83,36.212391740375175,2831.3749866443604,598.86,1.4865900871182518,True
15.933,6.14,202,0.73,3.2,0.51,34.167970031128704,3271.448115739806,720.7780821917809,2.7967675372139866,True
13.092,6.27,189,0.92,2.72,0.83,26.020303376448854,3198.393559597096,657.2730434782609,2.5786563352319694,True
14.763,6.66,161,1.12,3.39,0.55,44.926635324194514,2855.4738977694856,651.6771428571428,2.134288787209898,True
16.978,6.74,155,0.75,3.93,0.86,62.76291915042765,2794.635868221393,742.6733333333334,2.043787550150603,True
13.084,6.83,130,1.18,2.17,0.43,39.53791355481376,2741.777391898817,598.053220338983,1.6857824421031036,True
11.266,6.69,234,1.36,2.91,0.62,26.713307695626693,2831.3749866443604,608.2270588235294,3.3636093588337084,True
15.563,6.46,232,0.82,3.39,0.85,43.06406047623795,3037.5999700692914,703.9419512195122,3.326974976896683,True
10.846,6.47,100,1.07,3.13,0.41,21.079409464482477,3028.2324939955547,648.4727102803738,1.3,True
13.502,6.76,130,0.7,3.74,0.83,40.22693348695515,2781.309411773577,750.6914285714286,1.6857824421031036,True
13.869,6.94,231,0.85,3.04,0.66,47.579078778488864,2705.313824781393,683.755294117647,3.3087168315798587,True
14.008,6.19,138,1.3,3.64,0.66,27.698696638357116,3248.1241722823684,641.396923076923,1.7969063497415687,True
15.378,6.97,121,0.83,2.26,0.4,59.56418371811504,2701.331410619076,658.6510843373494,1.5648,True
16.259,6.69,226,0.63,3.99,0.4,55.63855404822219,2831.3749866443604,785.588253968254,3.218019985209822,True
14.719,6.9,190,1.11,2.96,0.57,52.291309903702796,2714.683045111454,636.6241441441441,2.595175410317714,True
11.605,6.44,115,1.2,2.46,0.6,23.57084323085748,3056.214394375717,606.8133333333334,1.4865900871182518,True
11.295,6.34,239,1.08,3.26,0.6,20.57487640011001,3144.526102230515,652.0281481481481,3.4558802682111467,True
11.994,6.29,114,0.72,2.07,0.81,22.225833944410294,3183.872116095893,680.8822222222223,1.4737495365852555,True
14.156,6.52,172,1.17,2.56,0.45,37.312634696632585,2981.1628441412063,614.0321367521367,2.3046070818879105,True
17.56,5.98,162,0.88,3.73,0.65,35.178997566946485,3299.4080185284815,703.5581818181818,2.149538699151978,True
15.133,6.94,124,1.08,3.34,0.73,56.64685418519022,2705.313824781393,655.0681481481481,1.6046444495854764,True
16.538,6.5,140,1.25,2.29,0.83,50.15767537477428,3000.0,595.02,1.8252018714143141,True
15.957,6.68,238,0.81,3.47,0.52,53.222530738671324,2839.251961506301,709.3908641975308,3.4373481373511043,True
10.38,6.88,246,1.35,3.19,0.58,25.684130614716093,2721.0670542335247,619.7385185185185,3.5866873894192786,True
11.754,6.35,174,1.19,3.43,0.67,22.469344749774667,3136.1971499218644,644.793781512605,2.33617410939159,True
16.261,5.72,208,1.13,2.1,0.83,21.82762593260712,3191.2271969246067,601.3929203539824,2.8998549289488316,True
13.643,5.95,176,1.03,2.69,0.88,20.53594904505664,3296.3065021785415,637.5598058252427,2.3679230819281614,True
15.585,6.21,116,0.72,2.63,0.44,34.92901084509347,3237.0465037127074,702.1622222222222,1.4994865882041641,True
13.104,6.34,210,1.17,3.43,0.75,27.69316117277098,3144.526102230515,647.0921367521368,2.9345512933598257,True
14.64,6.78,158,0.64,3.69,0.47,47.92197719336517,2768.8460271672634,770.22,2.0888233633730344,True
14.059,6.55,130,0.97,2.02,0.59,37.639699929895976,2953.069660487931,621.7084536082474,1.6857824421031036,True
14.066,6.41,210,0.79,2.06,0.6,33.806693199334894,3083.697331811769,660.8116455696202,2.9345512933598257,True
10.192,6.64,149,1.11,2.47,0.52,21.11396645550072,2872.2662125304787,618.0041441441441,1.9550214293954575,True
12.504,6.32,225,0.65,3.27,0.71,24.790336491178085,3160.748038493699,750.4138461538462,3.2,True
12.384,6.93,194,0.65,3.27,0.82,37.70536927495482,2707.224971418376,750.4138461538462,2.6616858606189755,True
13.065,6.3,248,1.29,2.22,0.82,26.602673986742747,3176.335575687742,588.391007751938,3.624406324407887,True
17.738,6.86,151,0.96,3.08,0.58,74.06695916243187,2728.551884260194,663.7066666666667,1.9844152518752967,True
13.509,6.48,241,1.34,2.36,0.41,32.95613680157478,3018.8371558587937,589.0829850746269,3.493060881438933,True
16.772,5.76,154,1.34,2.08,0.83,24.542010510193457,3218.690588226423,578.4429850746269,2.028871793186074,True
14.416,6.94,235,0.96,3.65,0.81,51.406173771939386,2705.313824781393,685.3666666666668,3.381985426750108,True
15.948,6.79,193,0.65,2.84,0.42,57.24127261814161,2762.953496287293,734.073846153846,2.64499335197105,True
16.472,6.72,248,1.13,3.72,0.74,58.28705219255748,2808.7728030753933,662.9529203539823,3.624406324407887,True
11.72,6.96,239,1.34,2.1,0.46,34.39005949906251,2702.3655896056566,579.2029850746269,3.4558802682111467,True
15.725,6.82,180,1.39,2.43,0.58,56.744779904949105,2746.7016223493956,587.4479136690647,2.4319627325598185,True
16.4,5.73,187,0.73,2.43,0.45,22.516628192557334,3198.3935595970956,691.5180821917809,2.545749231944131,True
12.769,6.55,207,1.2,3.9,0.56,31.049246453233565,2953.069660487931,661.5333333333334,2.882569100781759,True
11.381,6.5,182,1.06,3.85,0.88,23.753754947759372,3000.0,677.243396226415,2.464251389206585,True
10.021,6.8,144,0.97,2.6,0.41,22.748299945792034,2757.294901687516,643.7484536082475,1.8824,True
14.439,6.73,126,1.16,3.59,0.62,45.090656849026466,2801.6064404029044,654.3510344827586,1.63147719376044,True
11.504,6.56,150,0.91,2.54,0.87,25.38937683733525,2943.785605624283,652.3441758241759,1.969693845669907,True
16.877,5.79,218,1.13,2.88,0.53,25.864499633755766,3237.046503712707,631.0329203539823,3.074985141704705,True
12.062,6.69,207,1.03,2.35,0.89,30.62152539435968,2831.3749866443604,624.6398058252428,2.882569100781759,True
13.846,6.56,171,0.96,3.52,0.84,36.77925687376708,2943.785605624283,680.4266666666667,2.2888921264290927,True
