Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar,Printable
15.816,5.86,181,1.3,2.23,0.67,24.82440024600576,3271.448115739806,587.8169230769231,2.448084762016273,True
17.577,5.82,215,1.31,3.59,0.86,29.16470286288986,3253.298377650605,638.5574045801526,3.0220150673618114,True
13.97,6.21,182,0.91,3.01,0.88,28.065028399481303,3237.0465037127074,670.2041758241758,2.464251389206585,True
13.044,7.0,160,1.28,3.32,0.53,43.62735589527719,2700.0,631.16,2.1190861620062105,True
16.712,6.09,114,1.38,3.17,0.85,35.77760827211635,3288.088105703083,616.4020289855073,1.4737495365852555,True
15.63,6.39,187,0.9,2.01,0.57,41.069748655120335,3101.6213760735877,634.1577777777777,2.545749231944131,True
17.762,6.48,182,0.73,2.59,0.78,56.973595130476895,3018.8371558587937,697.5980821917808,2.464251389206585,True
15.639,6.98,172,0.82,2.84,0.9,61.97253027698496,2700.5919814715185,683.0419512195122,2.3046070818879105,True
16.537,5.75,191,1.33,2.98,0.57,23.536504637023075,3212.132034355964,613.5407518796992,2.6117380140538264,True
14.371,6.52,115,0.7,2.57,0.66,38.45464328596322,2981.1628441412063,706.2314285714285,1.4865900871182518,True
17.736,5.91,174,1.36,2.98,0.89,33.14507911466007,3288.088105703083,610.8870588235294,2.33617410939159,True
10.413,6.59,197,1.2,2.75,0.75,21.264173366098607,2916.302668188231,617.8333333333334,2.7120214103846285,True
14.038,6.54,218,0.88,3.82,0.72,37.24880343941172,2962.4000299307086,706.9781818181818,3.074985141704705,True
15.748,6.34,156,0.84,3.13,0.48,39.99590946793584,3144.526102230515,689.4161904761904,2.0587515004002404,True
16.901,6.71,248,1.11,3.67,0.52,60.94751575105268,2816.127883904107,663.6041441441441,3.624406324407887,True
11.434,6.88,232,1.07,3.37,0.59,31.16495746967843,2721.0670542335247,657.5927102803738,3.326974976896683,True
16.4,6.16,236,1.34,2.43,0.63,36.90422626443323,3262.892004013159,591.7429850746269,3.4004006343951865,True
11.054,6.52,164,1.34,2.9,0.45,22.751693517634916,2981.1628441412063,609.6029850746269,2.1801797999023798,True
16.922,6.3,125,1.07,2.48,0.52,44.62824879649178,3176.335575687742,623.7727102803739,1.618033988749895,True
12.32,6.37,155,1.34,3.45,0.89,25.100293001745825,3119.144367190434,630.5029850746268,2.043787550150603,True
15.382,6.0,213,1.07,3.42,0.76,27.589832334412296,3300.0,659.4927102803739,2.986906126093223,True
16.373,6.49,167,0.97,2.71,0.41,48.78620844074445,3009.4232277234382,647.9284536082474,2.2264924905715633,True
15.392,6.01,129,0.8,3.46,0.66,27.925368848390608,3299.8519681097196,711.48,1.6721266825731766,True
12.454,6.97,141,1.02,3.27,0.52,39.066383055834144,2701.331410619076,661.1227450980392,1.8394257874178772,True
14.97,6.73,133,0.7,2.4,0.43,48.468092687991245,2801.6064404029044,699.7714285714286,1.7270646600729729,True
12.672,6.7,221,1.29,2.63,0.71,34.02967779603668,2823.6644243122582,603.971007751938,3.1283209545259116,True
15.862,6.02,223,1.28,2.69,0.53,29.97584940894249,3299.4080185284815,607.22,3.1640801189153454,True
13.236,6.41,109,0.88,3.62,0.84,29.93470503703856,3083.697331811769,699.3781818181817,1.4103947275770001,True
16.27,6.38,102,1.35,2.51,0.61,44.13845693012419,3110.4373658054037,593.8985185185185,1.3241196029703455,True
13.462,6.66,210,1.06,3.54,0.8,37.35715783126811,2855.4738977694856,665.4633962264151,2.9345512933598257,True
12.66,6.55,134,1.23,2.44,0.49,30.521417668574724,2953.069660487931,602.8013008130082,1.7409297159791122,True
12.991,6.76,161,0.88,2.03,0.81,37.23967530214576,2781.309411773577,638.9581818181819,2.134288787209898,True
17.556,5.61,151,0.95,2.86,0.63,21.561029621688935,3101.6213760735877,657.101052631579,1.9844152518752967,True
15.134,6.31,215,1.14,2.68,0.59,36.00520749689498,3168.6250133556396,622.1908771929825,3.0220150673618114,True
15.372,5.98,146,1.37,3.39,0.72,26.958466759620734,3299.4080185284815,625.6083211678832,1.911299769715846,True
11.592,6.29,122,1.13,2.41,0.73,20.76092603603466,3183.872116095893,613.1729203539824,1.5780272352774767,True
13.347,6.9,206,1.29,2.49,0.54,42.997205585542474,2714.683045111454,598.651007751938,2.865324975558327,True
10.811,6.84,202,0.9,2.93,0.51,27.166818401683013,2737.107995986841,669.1177777777777,2.7967675372139866,True
12.223,6.22,218,0.61,3.4,0.59,21.682946516175253,3231.153972832737,771.4950819672131,3.074985141704705,True
12.211,6.61,131,0.74,2.7,0.54,29.666918406183775,2898.3786239264123,698.8162162162163,1.6994908253088057,True
17.843,5.94,211,1.31,3.46,0.81,34.7296082942718,3294.686175218607,633.6174045801527,2.9519616310211707,True
10.54,6.74,221,1.11,3.59,0.81,24.188631481460696,2794.635868221393,660.564144144144,3.1283209545259116,True
13.229,6.28,247,1.12,2.75,0.67,26.802918775929914,3191.2271969246067,627.3571428571429,3.605527768351138,True
15.903,6.43,132,0.86,3.55,0.68,43.9126686720475,3065.442972418963,700.946511627907,1.7132516309488317,True
15.636,6.17,235,1.07,2.44,0.58,33.8669345274592,3258.222608101183,622.2527102803739,3.381985426750108,True
11.643,6.74,136,0.9,3.23,0.64,29.51616103909627,2794.635868221393,680.5177777777778,1.7688151323183374,True
13.864,6.55,111,1.19,2.4,0.76,36.60280684458466,2953.069660487931,605.6537815126051,1.4355660532533232,True
12.3,6.78,231,1.33,3.06,0.43,33.826946579400214,2768.8460271672634,616.5807518796992,3.3087168315798587,True
15.254,5.94,193,1.11,3.39,0.45,25.382337717151753,3294.686175218607,652.9641441441441,2.64499335197105,True
17.748,6.49,185,0.85,2.93,0.74,57.324382267508255,3009.4232277234382,679.5752941176471,2.5130176352928455,True
17.611,5.88,174,1.2,3.24,0.69,31.536009926254067,3278.9329457664753,636.4533333333334,2.33617410939159,True
12.139,6.38,131,0.83,2.84,0.46,24.570153133387624,3110.4373658054037,680.6910843373494,1.6994908253088057,True
17.72,6.24,231,1.18,3.43,0.45,46.40732142353243,3218.690588226423,645.9332203389831,3.3087168315798587,True
15.408,6.89,109,1.17,3.88,0.74,56.9469591821159,2717.7357693137324,664.1921367521368,1.4103947275770001,True
15.653,6.87,217,1.06,3.82,0.41,58.04227772719129,2724.6736122948055,676.103396226415,3.0572876881571225,True
12.503,6.23,115,1.17,2.39,0.53,22.895658481962133,3225.0333208891375,607.5721367521368,1.4865900871182518,True
14.781,6.86,117,0.85,3.84,0.49,51.430748845892175,2728.551884260194,714.155294117647,1.5124387981502883,True
16.929,6.05,106,1.19,2.86,0.43,35.23980156473971,3296.3065021785415,623.1337815126051,1.3730694359556976,True
17.558,5.79,181,0.69,3.1,0.64,27.9939169409995,3237.046503712707,729.6840579710145,2.448084762016273,True
15.892,6.34,230,0.77,2.77,0.55,40.73070030397489,3144.526102230515,693.0522077922078,3.290498163410971,True
17.064,5.94,228,1.22,3.12,0.69,31.76331481027586,3294.686175218607,629.7075409836066,3.2541796019867695,True
13.265,6.61,171,1.12,2.65,0.54,35.009385129698515,2898.3786239264123,623.5571428571428,2.2888921264290927,True
14.663,6.19,244,1.08,2.94,0.88,30.349583595899247,3248.1241722823684,639.8681481481482,3.5491214734739582,True
17.661,6.28,248,1.29,2.72,0.48,47.77037366806685,3191.2271969246067,607.391007751938,3.624406324407887,True
16.718,5.8,105,0.89,2.3,0.49,25.713220208000003,3242.705098312484,647.1752808988764,1.3607438643406065,True
15.38,5.98,183,1.27,2.07,0.83,26.986533875637637,3299.4080185284815,584.6442519685039,2.4804624914398152,True
17.816,5.61,171,1.28,2.43,0.43,22.204385563346072,3101.6213760735877,597.34,2.2888921264290927,True
13.472,6.12,181,0.82,2.96,0.44,23.955105409646542,3278.9329457664753,687.6019512195122,2.448084762016273,True
12.07,6.73,174,0.86,3.25,0.58,31.508437656612426,2801.6064404029044,689.546511627907,2.33617410939159,True
13.475,6.77,178,1.27,2.81,0.49,40.332158855998436,2774.9666791108625,612.7642519685039,2.39985296273159,True
14.716,6.17,230,0.6,3.21,0.88,29.998816603796474,3258.222608101183,768.6466666666668,3.290498163410971,True
15.102,6.53,206,0.96,3.39,0.68,42.7874784366313,2971.7675060044453,675.4866666666667,2.865324975558327,True
11.936,6.49,139,0.68,2.42,0.5,25.927351983525448,3009.4232277234382,707.2541176470588,1.8110286648277376,True
15.712,6.81,167,1.14,3.36,0.8,56.28668126800169,2751.8758277176316,648.0308771929824,2.2264924905715633,True
17.02,6.65,192,1.15,2.14,0.6,59.29665374625613,2863.8028500781356,600.4504347826087,2.6283440323406366,True
15.91,6.34,232,1.38,3.64,0.69,40.82301943390424,3144.526102230515,634.2620289855072,3.326974976896683,True
10.11,6.79,138,0.79,3.08,0.7,23.003776416871066,2762.953496287293,699.5716455696203,1.7969063497415687,True
13.672,6.22,217,0.6,2.82,0.65,27.128562042838148,3231.153972832737,753.8266666666666,3.0572876881571225,True
15.383,6.28,142,1.11,2.1,0.54,36.24183154877133,3191.2271969246067,603.9441441441442,1.8537002326955552,True
17.612,6.72,197,1.07,3.93,0.84,66.63413712723714,2808.7728030753933,678.8727102803739,2.7120214103846285,True
16.708,5.68,148,0.83,3.06,0.52,21.750249057178927,3160.748038493699,689.0510843373494,1.9403981671746184,True
16.584,6.97,207,0.91,3.88,0.83,69.27301013211488,2701.331410619076,703.2641758241759,2.882569100781759,True
17.462,6.82,195,0.77,2.73,0.66,69.97333533412065,2746.7016223493956,691.5322077922078,2.678421446827955,True
11.602,6.54,108,1.2,3.71,0.73,25.44295632207361,2962.4000299307086,654.3133333333334,1.397895138643706,True
10.548,6.64,114,0.93,2.32,0.8,22.614721276961273,2872.2662125304787,640.2030107526881,1.4737495365852555,True
12.969,6.42,106,1.34,3.39,0.55,28.97145632983608,3074.6069661494566,628.2229850746269,1.3730694359556976,True
17.366,6.96,240,0.67,2.01,0.64,75.50527561798663,2702.3655896056566,695.1859701492538,3.474451209887296,True
14.676,6.42,205,1.09,3.42,0.67,37.09990114559254,3074.6069661494566,656.7489908256881,2.848122654377322,True
12.151,6.4,120,0.66,2.52,0.84,25.024640461851867,3092.705098312484,718.1842424242424,1.551627310409919,True
12.948,7.0,127,0.77,3.61,0.8,42.98754999062553,2700.0,724.9722077922079,1.6449738512298,True
17.163,6.42,173,1.1,2.81,0.69,50.73921586108521,3074.6069661494566,632.2345454545455,2.320367787014481,True
15.332,6.52,182,0.62,2.97,0.57,43.76958506121509,2981.1628441412063,750.9245161290323,2.464251389206585,True
16.299,6.88,116,1.07,2.06,0.66,63.32746190103624,2721.0670542335247,607.8127102803738,1.4994865882041641,True
15.042,6.41,240,1.24,2.33,0.52,38.66096008625905,3083.697331811769,597.5722580645162,3.474451209887296,True
11.987,6.7,135,0.88,2.55,0.58,30.450085698144953,2823.6644243122582,658.7181818181818,1.7548466041712032,True
15.644,6.91,157,0.71,2.5,0.56,59.43614503553004,2711.911894296917,700.3521126760563,2.0737634892193935,True
13.54,6.01,203,0.91,2.92,0.43,21.60957061373044,3299.8519681097196,666.7841758241758,2.8138438322410613,True
15.195,6.36,105,1.38,3.05,0.61,37.86615550137026,3127.7337874695213,611.8420289855072,1.3607438643406065,True
14.021,5.99,186,0.96,2.99,0.86,22.67549914582815,3299.8519681097196,660.2866666666666,2.5293614365114956,True
16.116,6.16,164,1.34,3.13,0.6,35.63714676850497,3262.892004013159,618.3429850746269,2.1801797999023798,True
13.277,6.57,127,1.0,2.63,0.61,34.06849777721656,2934.557027581037,639.94,1.6449738512298,True
11.276,6.5,201,1.05,2.69,0.82,23.317477133298542,3000.0,634.6009523809524,2.7797334581042583,True
10.564,6.9,157,1.11,3.33,0.48,26.935788640127267,2714.683045111454,650.6841441441442,2.0737634892193935,True
11.485,6.43,143,0.82,2.69,0.61,22.903070616164147,3065.442972418963,677.3419512195122,1.8680250290108,True
16.513,6.05,172,1.05,2.58,0.9,33.52917025203913,3296.3065021785415,630.4209523809524,2.3046070818879105,True
12.478,6.55,186,1.02,3.13,0.72,29.6501744704948,2953.069660487931,655.8027450980392,2.5293614365114956,True
14.284,6.35,226,0.71,3.3,0.67,33.18323464291891,3136.1971499218644,730.7521126760563,3.218019985209822,True
16.314,6.1,178,1.24,2.09,0.62,34.43777635234478,3285.316954888546,588.4522580645161,2.39985296273159,True
12.462,6.96,215,0.86,3.21,0.9,38.882411992643505,2702.3655896056566,688.026511627907,3.0220150673618114,True
17.623,5.57,178,0.66,2.41,0.48,20.341616041319785,3065.442972418963,714.0042424242424,2.39985296273159,True
17.529,6.64,112,1.31,2.22,0.61,62.454721965761486,2872.2662125304787,586.4974045801526,1.4482372698855492,True
17.011,6.83,122,1.21,2.89,0.47,66.83321692400925,2741.777391898817,622.0514049586777,1.5780272352774767,True
13.142,6.09,229,0.88,3.38,0.72,22.124699279263115,3288.088105703083,690.2581818181818,3.2723190581172292,True
14.427,6.27,238,0.87,3.37,0.58,31.597478434172277,3198.393559597096,691.9680459770115,3.4373481373511043,True
14.025,6.04,121,1.36,2.64,0.58,23.935458875255957,3297.6344103943434,597.9670588235294,1.5648,True
15.416,5.98,173,0.89,2.21,0.47,27.113016610804603,3299.4080185284815,643.7552808988764,2.320367787014481,True
16.703,5.8,121,1.29,3.99,0.73,25.667099227999998,3242.705098312484,655.651007751938,1.5648,True
16.87,6.59,107,0.86,2.25,0.4,55.8119161124593,2916.302668188231,651.546511627907,1.385453285046704,True
15.987,6.53,146,0.72,2.34,0.85,47.94923816521073,2971.7675060044453,691.1422222222222,1.911299769715846,True
11.283,6.82,235,0.9,3.58,0.51,29.214185590936683,2746.7016223493956,693.8177777777778,3.381985426750108,True
15.389,6.07,187,1.25,3.94,0.51,29.72716296080208,3292.775028581624,657.72,2.545749231944131,True
11.434,6.72,145,0.84,2.72,0.82,28.085088738002263,2808.7728030753933,673.8361904761905,1.8968249711399063,True
11.322,6.72,149,1.39,2.79,0.51,27.537577078092905,2808.7728030753933,601.1279136690647,1.9550214293954575,True
15.859,5.81,237,1.27,3.31,0.53,23.43997863445295,3248.1241722823684,631.7642519685039,3.418854898757388,True
14.119,6.73,194,0.99,2.99,0.57,43.11418744120717,2801.6064404029044,655.2361616161616,2.6616858606189755,True
11.291,6.88,247,0.93,3.49,0.76,30.390299323590312,2721.0670542335247,684.6630107526881,3.605527768351138,True
10.668,6.99,243,1.09,2.44,0.77,29.008895307180936,2700.1480318902804,619.5089908256881,3.530396092922508,True
10.153,6.92,102,1.13,3.68,0.5,25.18913296579287,2709.4250516614106,661.4329203539824,1.3241196029703455,True
10.843,6.66,125,0.98,2.53,0.59,24.235588524852094,2855.4738977694856,639.405306122449,1.618033988749895,True
11.779,6.79,134,0.71,3.9,0.89,31.22580693830111,2762.953496287293,753.5521126760564,1.7409297159791122,True
14.862,6.24,171,0.62,2.44,0.76,32.644767586811156,3218.690588226423,730.7845161290322,2.2888921264290927,True
11.963,6.83,156,1.39,3.45,0.45,33.05315209960597,2741.777391898817,626.2079136690647,2.0587515004002404,True
17.679,6.16,203,0.65,2.7,0.44,42.88484056864621,3262.892004013159,728.7538461538461,2.8138438322410613,True
14.93,5.88,170,1.05,3.58,0.79,22.66513576949668,3278.9329457664753,668.4209523809524,2.27322305421512,True
13.326,6.99,167,0.9,3.15,0.65,45.26523657348398,2700.1480318902804,677.4777777777778,2.2264924905715633,True
13.432,6.09,177,0.97,2.71,0.63,23.111908900512905,3288.088105703083,647.9284536082474,2.3838654729040503,True
14.327,5.95,123,1.22,3.84,0.63,22.646732045711836,3296.3065021785415,657.0675409836065,1.5913087922306866,True
15.571,6.91,142,1.0,3.03,0.42,58.88274240570582,2711.911894296917,655.14,1.8537002326955552,True
14.001,6.62,191,1.03,3.56,0.49,39.28246596847115,2889.5626341945963,670.6198058252427,2.6117380140538264,True
16.964,6.6,133,0.81,3.62,0.53,56.845829947792495,2907.2949016875164,715.0908641975308,1.7270646600729729,True
10.938,6.52,216,1.11,3.06,0.48,22.276689235930213,2981.1628441412063,640.4241441441441,3.039630965317599,True
12.698,6.28,234,1.25,2.27,0.54,24.694412751971768,3191.2271969246067,594.26,3.3636093588337084,True
11.143,6.85,174,1.37,2.95,0.65,29.04504861694577,2732.6980427434896,608.8883211678832,2.33617410939159,True
15.537,6.57,141,1.2,3.93,0.58,46.653841018448716,2934.557027581037,662.6733333333334,1.8394257874178772,True
13.135,6.6,236,0.84,2.6,0.6,34.08020811879642,2907.2949016875164,669.2761904761905,3.4004006343951865,True
17.165,6.28,134,0.7,3.89,0.81,45.1248397768422,3191.2271969246067,756.3914285714285,1.7409297159791122,True
11.635,6.34,200,1.1,3.56,0.46,21.832201936510767,3144.526102230515,660.7345454545455,2.762741699796952,True
14.062,6.66,186,1.01,2.73,0.41,40.76137654179694,2855.4738977694856,642.1558415841585,2.5293614365114956,True
13.354,6.15,196,1.14,3.21,0.46,24.23508069847614,3267.3019572565104,642.3308771929825,2.6952000000000003,True
16.342,6.27,104,0.86,2.19,0.8,40.542523287958446,3198.393559597096,649.266511627907,1.3484768470618396,True
14.485,6.23,102,0.74,2.92,0.71,30.729937369880744,3225.0333208891375,707.1762162162162,1.3241196029703455,True
15.788,5.72,165,0.74,3.23,0.86,20.5762504935868,3191.2271969246067,718.9562162162163,2.195570700383797,True
14.285,6.5,183,0.69,3.56,0.71,37.4224239577797,3000.0,747.1640579710145,2.4804624914398152,True
16.689,5.75,172,0.88,3.84,0.69,23.971165124666705,3212.132034355964,707.7381818181818,2.3046070818879105,True
16.571,5.97,211,0.87,2.0,0.51,30.98324364648645,3298.668589380924,639.9080459770115,2.9519616310211707,True
16.747,5.81,161,1.26,3.26,0.88,26.13843937055695,3248.1241722823684,630.864126984127,2.134288787209898,True
13.881,6.3,124,0.78,2.01,0.78,30.029491109872513,3176.335575687742,661.5082051282051,1.6046444495854764,True
16.332,6.93,149,1.08,2.3,0.81,65.57828492198635,2707.224971418376,615.5481481481481,1.9550214293954575,True
13.61,6.87,221,1.15,3.79,0.51,43.87988966155678,2724.6736122948055,663.1504347826087,3.1283209545259116,True
11.468,6.7,228,0.84,2.31,0.51,27.870379163879456,2823.6644243122582,658.2561904761905,3.2541796019867695,True
16.84,6.84,138,1.08,3.53,0.8,65.91605680377972,2737.107995986841,662.2881481481481,1.7969063497415687,True
17.06,5.9,151,1.22,2.58,0.68,30.307936713036135,3285.316954888546,609.1875409836066,1.9844152518752967,True
13.73,6.07,175,0.88,3.11,0.68,23.663214421953956,3292.775028581624,679.9981818181818,2.3520259177452134,True
10.606,6.48,139,1.02,3.22,0.69,20.313891999264495,3018.8371558587937,659.2227450980392,1.8110286648277376,True
13.103,6.39,159,0.72,2.41,0.46,28.863272594033038,3101.6213760735877,693.8022222222223,2.1039309710832326,True
16.428,6.78,209,0.62,2.6,0.57,60.342314363541014,2768.8460271672634,736.8645161290323,2.9171823596907207,True
17.214,6.43,183,1.39,2.22,0.69,51.451176546619635,3065.442972418963,579.4679136690647,2.4804624914398152,True
11.628,7.0,119,0.84,2.01,0.52,34.669482458312096,2700.0,646.8561904761905,1.53850939331332,True
17.019,6.67,101,1.38,3.03,0.68,60.124294364664905,2847.2875752748887,611.0820289855072,1.312029950186568,True
13.115,6.4,205,1.18,3.43,0.87,29.152808152639974,3092.705098312484,645.9332203389831,2.848122654377322,True
14.334,6.38,108,1.07,3.59,0.52,34.259170283035544,3110.4373658054037,665.9527102803738,1.397895138643706,True
17.745,5.65,157,1.16,2.14,0.62,23.45224584426003,3136.1971499218644,599.2510344827587,2.0737634892193935,True
10.533,6.57,142,1.17,2.54,0.89,21.441602574135967,2934.557027581037,613.2721367521367,1.8537002326955552,True
15.187,6.8,237,1.21,3.54,0.49,52.24813676928489,2757.294901687516,646.7514049586777,3.418854898757388,True
13.004,6.25,147,0.93,2.36,0.49,25.218552307014782,3212.132034355964,641.7230107526882,1.9258242247906998,True
16.431,5.78,225,0.84,2.78,0.83,24.194113686805185,3231.153972832737,676.1161904761905,3.2,True
13.468,6.98,244,0.66,2.54,0.64,45.960789945451445,2700.5919814715185,718.9442424242424,3.5491214734739582,True
17.977,5.96,227,0.93,2.1,0.89,36.05932976167893,3297.6344103943434,631.8430107526882,3.2360798818747964,True
11.761,6.31,170,0.84,3.89,0.75,21.744346438404808,3168.6250133556396,718.2961904761904,2.27322305421512,True
12.98,6.21,200,1.06,3.43,0.45,24.2282506934328,3237.0465037127074,661.2833962264151,2.762741699796952,True
10.55,6.86,182,1.3,2.65,0.54,26.20113670604933,2728.551884260194,603.776923076923,2.464251389206585,True
12.957,6.7,127,1.23,2.56,0.57,35.57758182153763,2823.6644243122582,607.3613008130081,1.6449738512298,True
15.782,6.99,137,1.08,2.71,0.74,63.48765040931333,2700.1480318902804,631.1281481481482,1.782835110214871,True
15.254,6.4,165,1.16,3.8,0.43,39.437673654304355,3092.705098312484,662.3310344827586,2.195570700383797,True
15.293,6.68,124,1.0,3.61,0.51,48.885313927555536,2839.251961506301,677.1800000000001,1.6046444495854764,True
16.436,6.51,166,1.22,3.93,0.7,49.9200528012604,2990.5767722765618,660.4875409836066,2.2110083109090968,True
16.182,6.17,139,1.27,2.18,0.69,36.27345790490029,3258.222608101183,588.824251968504,1.8110286648277376,True
14.387,6.57,199,0.71,2.21,0.88,40.00309198446718,2934.557027581037,689.3321126760563,2.745792367962809,True
10.532,6.49,214,0.85,2.79,0.55,20.186556619139775,3009.4232277234382,674.255294117647,3.0044400891217182,True
14.67,6.79,244,1.27,2.4,0.76,48.43474910035861,2762.953496287293,597.184251968504,3.5491214734739582,True
16.014,6.11,175,0.83,2.04,0.87,33.51507225623422,3282.2642306862676,650.2910843373494,2.3520259177452134,True
16.424,6.29,130,1.15,3.53,0.87,41.67617461842188,3183.872116095893,653.2704347826087,1.6857824421031036,True
11.123,6.95,142,0.93,3.69,0.61,30.789433596425475,2703.6934978214585,692.2630107526882,1.8537002326955552,True
15.369,5.98,192,0.99,2.72,0.81,26.94794535597045,3299.4080185284815,644.9761616161616,2.6283440323406366,True
15.938,6.87,140,1.31,2.98,0.8,60.17511396008504,2724.6736122948055,615.3774045801526,1.8252018714143141,True
11.56,6.4,121,1.02,2.74,0.53,22.649544527706553,3092.705098312484,640.9827450980392,1.5648,True
17.123,6.05,195,1.12,2.16,0.45,36.052099218661176,3296.3065021785415,604.9371428571428,2.678421446827955,True
16.0,6.67,226,0.86,3.89,0.63,53.14004051082905,2847.2875752748887,713.8665116279069,3.218019985209822,True
14.777,5.94,131,0.84,3.92,0.66,23.819721572292917,3294.686175218607,719.4361904761905,1.6994908253088057,True
17.113,6.41,144,0.78,2.89,0.43,50.03959279385629,3083.697331811769,694.9482051282051,1.8824,True
13.791,6.44,188,1.3,2.82,0.62,33.28712958868704,3056.214394375717,610.2369230769231,2.562180903800634,True
15.731,6.67,122,1.07,2.94,0.6,51.368227220806354,2847.2875752748887,641.2527102803739,1.5780272352774767,True
11.932,6.24,143,1.23,2.71,0.64,21.041929270594146,3218.690588226423,613.0613008130082,1.8680250290108,True
13.399,5.98,182,0.87,3.52,0.67,20.482323025140985,3299.4080185284815,697.6680459770115,2.464251389206585,True
17.263,6.29,216,1.31,2.59,0.51,46.04288384377277,3183.872116095893,600.5574045801526,3.039630965317599,True
14.056,6.84,104,1.01,2.36,0.86,45.92303072992171,2737.107995986841,628.0958415841584,1.3484768470618396,True
10.616,6.53,169,1.32,3.84,0.53,21.143144655542756,2971.7675060044453,647.1321212121212,2.2576,True
15.569,6.2,134,0.67,2.21,0.55,34.536292273753915,3242.705098312484,702.7859701492537,1.7409297159791122,True
13.062,6.85,115,0.98,3.8,0.84,39.91050339050313,2732.6980427434896,687.665306122449,1.4865900871182518,True
16.575,5.8,113,1.12,3.78,0.59,25.275217499999997,3242.705098312484,666.4971428571428,1.4609651814712121,True
16.37,6.77,178,0.81,3.06,0.46,59.523886537843445,2774.9666791108625,693.8108641975308,2.39985296273159,True
17.513,6.69,119,1.15,3.64,0.54,64.55193544123944,2831.3749866443604,657.4504347826087,1.53850939331332,True
12.596,6.72,229,1.27,2.36,0.51,34.08354261045696,2808.7728030753933,595.664251968504,3.2723190581172292,True
15.557,5.8,240,0.62,3.25,0.82,22.265862908,3242.705098312484,761.5645161290322,3.474451209887296,True
14.762,6.25,244,0.74,3.23,0.49,32.497999842198425,3212.132034355964,718.9562162162163,3.5491214734739582,True
12.117,6.36,126,1.04,3.47,0.65,24.079087283317634,3127.7337874695213,665.7061538461538,1.63147719376044,True
15.296,5.98,244,0.79,2.36,0.48,26.692557485978018,3299.4080185284815,672.2116455696203,3.5491214734739582,True
16.224,6.31,241,1.31,2.52,0.82,41.37840386522758,3168.6250133556396,597.8974045801526,3.493060881438933,True
16.087,6.68,239,0.77,3.88,0.59,54.09325993454608,2839.251961506301,735.2322077922079,3.4558802682111467,True
11.502,6.44,168,0.73,2.81,0.6,23.154294688701228,3056.214394375717,705.9580821917808,2.242023099732033,True
10.707,6.66,167,1.3,3.06,0.5,23.631444008743856,2855.4738977694856,619.3569230769231,2.2264924905715633,True
12.947,6.78,128,0.95,2.74,0.56,37.47924819502388,2768.8460271672634,652.541052631579,1.6585237502960395,True
12.077,6.69,231,0.79,3.33,0.85,30.697733068395465,2831.3749866443604,709.0716455696203,3.3087168315798587,True
10.269,6.88,243,1.13,2.52,0.56,25.13775392089234,2721.0670542335247,617.3529203539823,3.530396092922508,True
17.033,6.31,165,1.0,2.07,0.54,45.60790797087419,3168.6250133556396,618.66,2.195570700383797,True
15.335,6.8,244,0.81,3.39,0.5,53.27143335508588,2757.294901687516,706.3508641975309,3.5491214734739582,True
17.183,6.65,181,1.02,2.36,0.78,60.43785667899706,2863.8028500781356,626.5427450980392,2.448084762016273,True
12.602,6.62,204,0.82,3.39,0.85,31.824352943175477,2889.5626341945963,703.9419512195122,2.8309622390763862,True
17.208,6.84,133,0.67,2.46,0.45,68.82842627513607,2737.107995986841,712.2859701492537,1.7270646600729729,True
17.969,5.85,153,0.62,3.5,0.63,31.650584415860184,3267.3019572565104,771.0645161290322,2.014004385726805,True
16.603,5.73,181,1.02,3.74,0.75,23.07750194660445,3198.3935595970956,678.9827450980392,2.448084762016273,True
16.759,6.6,193,0.87,3.63,0.89,55.48023422587519,2907.2949016875164,701.8480459770116,2.64499335197105,True
14.614,6.37,186,0.74,3.61,0.58,35.317957653118434,3119.144367190434,733.3962162162163,2.5293614365114956,True
17.991,6.69,204,0.78,2.34,0.63,68.12378660819174,2831.3749866443604,674.048205128205,2.8309622390763862,True
15.985,6.86,165,1.24,2.85,0.89,60.15067358222396,2728.551884260194,617.3322580645162,2.195570700383797,True
16.864,6.47,199,1.16,2.32,0.77,50.961291642319964,3028.2324939955547,606.0910344827586,2.745792367962809,True
17.981,5.57,244,1.39,3.53,0.61,21.17646438347179,3065.442972418963,629.2479136690647,3.5491214734739582,True
13.29,6.5,133,0.65,3.99,0.47,32.39077855854916,3000.0,777.7738461538461,1.7270646600729729,True
10.179,6.77,233,1.13,2.92,0.68,23.01463809917341,2774.9666791108625,632.5529203539822,3.345272514189107,True
16.27,6.38,101,0.69,3.64,0.87,44.13845693012419,3110.4373658054037,750.2040579710144,1.312029950186568,True
14.529,6.51,215,1.36,2.94,0.89,39.00804800387447,2990.5767722765618,609.3670588235294,3.0220150673618114,True
15.235,5.8,126,1.12,3.26,0.52,21.353680699999998,3242.705098312484,646.7371428571428,1.63147719376044,True
14.99,6.37,214,1.05,2.76,0.9,37.158711072704,3119.144367190434,637.2609523809524,3.0044400891217182,True
16.697,6.87,106,0.78,2.71,0.44,66.04290540185255,2724.6736122948055,688.1082051282051,1.3730694359556976,True
14.956,6.13,136,1.34,2.76,0.78,29.814386253371328,3275.3263877051945,604.2829850746268,1.7688151323183374,True
